id,field_id,value,count,percentage
3248,765,106.598254,1,5.56
3249,765,193.601,1,5.56
3250,765,289.399,1,5.56
3251,765,227.401,1,5.56
3252,765,* Total Shareholders Equity represents total assets minus total liability,1,5.56
3253,766,-,3,16.67
3254,766,"النصف الأول عام 2024م
First Half 2024",1,5.56
3255,766,2043.9,1,5.56
3256,766,3210.3,1,5.56
3257,766,1167.92,1,5.56
3258,766,2496.77,1,5.56
3259,766,57.09,1,5.56
3260,766,2387.38,1,5.56
3261,766,789.02,1,5.56
3262,766,227.52,1,5.56
3263,766,585.62,1,5.56
3264,766,670.34,1,5.56
3265,766,116.44,1,5.56
3266,766,197.92,1,5.56
3267,766,1002.71,1,5.56
3268,766,241.42,1,5.56
3269,767,-,17,100.0
3270,768,-,4,14.81
3271,768,الفترة Period,1,3.7
3272,768,إدارة وتطوير العقارات Real Estate Mgmt & Dev't,1,3.7
3273,768,الاتصالات Telecommunication Services,1,3.7
3274,768,"الادوية Pharma, Biotech & Life Science",1,3.7
3275,768,Financial Services الخدمات المالية,1,3.7
3276,768,Media and Entertainment الإعلام والترفيه,1,3.7
3277,768,الخدمات الاستهلاكية Consumer Services,1,3.7
3278,768,الخدمات التجارية والمهنية Commercial & Professional Svc,1,3.7
3279,768,الرعاية الصحية    Health Care Equipment & Svc,1,3.7
3280,768,السلع الرأسمالية Capital Goods,1,3.7
3281,768,السلع طويلة الاجل Consumer Durables & Apparel,1,3.7
3282,768,الطاقة Energy,1,3.7
3283,768,المرافق العامة Utilities,1,3.7
3284,768,المواد الأساسية Materials,1,3.7
3285,768,النقل Transportation,1,3.7
3286,768,إنتاج الأغذية  Food & Beverages,1,3.7
3287,768,Consumer Staples Distribution & Retail تجزئة وتوزيع السلع الاستهلاكية,1,3.7
3288,768,Consumer Discretionary Distribution & Retail تجزئة وتوزيع السلع الكمالية,1,3.7
3289,768,البنوك Banks,1,3.7
3290,768,التأمين Insurance,1,3.7
3291,768,التطبيقات وخدمات التقنية Software & Services,1,3.7
3292,768,* مجموع الديون طويلة وقصيرة الأجل. ولا تشمل قطاع التأمين.,1,3.7
3293,768,لا يشمل قطاع الصناديق العقارية المتداولة,1,3.7
3294,769,-,8,29.63
3295,769,"الربع الأول عام 2019م
First quarter 2019",1,3.7
3296,769,36036.7545,1,3.7
3297,769,33813,1,3.7
3298,769,1020,1,3.7
3299,769,14253,1,3.7
3300,769,1235,1,3.7
3301,769,7785,1,3.7
3302,769,2376,1,3.7
3303,769,4917,1,3.7
3304,769,7764,1,3.7
3305,769,1941,1,3.7
3306,769,65687,1,3.7
3307,769,160090,1,3.7
3308,769,190573,1,3.7
3309,769,3006,1,3.7
3310,769,29914,1,3.7
3311,769,4999,1,3.7
3312,769,6806.4795,1,3.7
3313,769,137214,1,3.7
3314,770,-,7,25.93
3315,770,"الربع الثاني عام  2019م
Second quarter 2019",1,3.7
3316,770,47992.153,1,3.7
3317,770,38416.79,1,3.7
3318,770,1345.529,1,3.7
3319,770,14371.9851,1,3.7
3320,770,1250.2974,1,3.7
3321,770,8052.0278,1,3.7
3322,770,2819.7781,1,3.7
3323,770,5625.6859,1,3.7
3324,770,7897.6667,1,3.7
3325,770,2261.8273,1,3.7
3326,770,64773.859,1,3.7
3327,770,161879.457,1,3.7
3328,770,181301.8661000001,1,3.7
3329,770,3217.1113,1,3.7
3330,770,29895.9049,1,3.7
3331,770,4892.3484,1,3.7
3332,770,11143.4785,1,3.7
3333,770,142659.216,1,3.7
3334,770,286.553,1,3.7
3335,771,-,7,25.93
3336,771,"الربع الثالث عام  2019م
Third quarter 2019",1,3.7
3337,771,46012.5754,1,3.7
3338,771,39814.442,1,3.7
3339,771,1354.1655,1,3.7
3340,771,14964.9928,1,3.7
3341,771,1369.9618,1,3.7
3342,771,8230.5293,1,3.7
3343,771,1530.6992,1,3.7
3344,771,4894.056,1,3.7
3345,771,6099.252699999999,1,3.7
3346,771,2223.704,1,3.7
3347,771,65572.27260000001,1,3.7
3348,771,158756.8338,1,3.7
3349,771,171728.4688,1,3.7
3350,771,2124.2548,1,3.7
3351,771,29367.3663,1,3.7
3352,771,2820.5933,1,3.7
3353,771,11908.6116,1,3.7
3354,771,154150.348,1,3.7
3355,771,283.0716,1,3.7
3356,772,-,7,25.93
3357,772,"عام  2019م
 2019",1,3.7
3358,772,48622.3049,1,3.7
3359,772,40872.014,1,3.7
3360,772,1209.7801,1,3.7
3361,772,14333.4362,1,3.7
3362,772,1277.2469,1,3.7
3363,772,8867.7864,1,3.7
3364,772,1421.2001,1,3.7
3365,772,8837.3704,1,3.7
3366,772,5890.484100000001,1,3.7
3367,772,1950.6915,1,3.7
3368,772,240006.9545,1,3.7
3369,772,159891.8865,1,3.7
3370,772,164425.8343000001,1,3.7
3371,772,2342.6337,1,3.7
3372,772,28119.0784,1,3.7
3373,772,2656.5057,1,3.7
3374,772,12416.9663,1,3.7
3375,772,155822.537,1,3.7
3376,772,220.2431,1,3.7
3377,773,-,7,25.93
3378,773,"الربع   الأول عام 2020م
First quarter 2020",1,3.7
3379,773,46017.575,1,3.7
3380,773,38673.82870000001,1,3.7
3381,773,1354.1655,1,3.7
3382,773,14858.0963,1,3.7
3383,773,1247.0876,1,3.7
3384,773,8101.916409,1,3.7
3385,773,1530.6992,1,3.7
3386,773,6955.5936,1,3.7
3387,773,6093.8869,1,3.7
3388,773,2026.871,1,3.7
3389,773,250821.2726,1,3.7
3390,773,158756.8338,1,3.7
3391,773,167655.6408,1,3.7
3392,773,1922.9128,1,3.7
3393,773,29214.5263,1,3.7
3394,773,2787.9076,1,3.7
3395,773,11050.4945,1,3.7
3396,773,199386,1,3.7
3397,773,283.0716,1,3.7
3398,774,-,7,25.93
3399,774,"الربع   الثاني عام 2020م
Second quarter 2020",1,3.7
3400,774,51694.954008,1,3.7
3401,774,34587.6761,1,3.7
3402,774,1334.2953,1,3.7
3403,774,15572.5224,1,3.7
3404,774,1127.711665,1,3.7
3405,774,6914.3754954,1,3.7
3406,774,1926.487585,1,3.7
3407,774,7775.0464,1,3.7
3408,774,6137.041499999999,1,3.7
3409,774,1678.468858,1,3.7
3410,774,555014.8351,1,3.7
3411,774,164044.4839,1,3.7
3412,774,148880.06929,1,3.7
3413,774,2165.2857,1,3.7
3414,774,27083.5162,1,3.7
3415,774,2435.473786,1,3.7
3416,774,11555.093041,1,3.7
3417,774,258459.392,1,3.7
3418,774,413.516259,1,3.7
3419,775,-,7,25.93
3420,775,"الربع   الثالث عام 2020م
Third quarter 2020",1,3.7
3421,775,45390.2546,1,3.7
3422,775,33969.4328,1,3.7
3423,775,1334.1359,1,3.7
3424,775,16865.7962,1,3.7
3425,775,1140.2714,1,3.7
3426,775,7388.7271,1,3.7
3427,775,1753.494,1,3.7
3428,775,8257.2891,1,3.7
3429,775,5972.979899999999,1,3.7
3430,775,1589.8745,1,3.7
3431,775,473369.9227000001,1,3.7
3432,775,168118.5039,1,3.7
3433,775,152258.5782000001,1,3.7
3434,775,2815.1445,1,3.7
3435,775,26636.7351,1,3.7
3436,775,2808.7562,1,3.7
3437,775,11620.5337,1,3.7
3438,775,255984.623,1,3.7
3439,775,453.8074,1,3.7
3440,776,-,7,25.93
3441,776,"عام  2020م
 2020",1,3.7
3442,776,46176.124041,1,3.7
3443,776,34431.38400000001,1,3.7
3444,776,1351.6343,1,3.7
3445,776,16285.8506,1,3.7
3446,776,1113.5825,1,3.7
3447,776,7182.237263999999,1,3.7
3448,776,1702.7867,1,3.7
3449,776,8978.551038,1,3.7
3450,776,5278.1388,1,3.7
3451,776,1396.6893,1,3.7
3452,776,602729.1975,1,3.7
3453,776,114018.1455,1,3.7
3454,776,145034.089195,1,3.7
3455,776,3062.0326,1,3.7
3456,776,24866.0442,1,3.7
3457,776,5081.270664,1,3.7
3458,776,11591.807763,1,3.7
3459,776,271536.02,1,3.7
3460,776,372.8596,1,3.7
3461,778,-,7,25.93
3462,778,"الربع   الثاني عام 2021م
Second quarter 2021",1,3.7
3463,778,46758.71925,1,3.7
3464,778,33262.8554,1,3.7
3465,778,1326.4553,1,3.7
3466,778,14908.6746,1,3.7
3467,778,1060.617902,1,3.7
3468,778,7751.569097000001,1,3.7
3469,778,1692.6366,1,3.7
3470,778,9203.6462,1,3.7
3471,778,5561.219000000001,1,3.7
3472,778,1032.1884,1,3.7
3473,778,606028.3298999999,1,3.7
3474,778,115673.5836,1,3.7
3475,778,137996.4172,1,3.7
3476,778,4697.1024,1,3.7
3477,778,25386.4901,1,3.7
3478,778,5300.0031,1,3.7
3479,778,12043.258598,1,3.7
3480,778,274479.965,1,3.7
3481,778,378.2671,1,3.7
3482,779,-,7,25.93
3483,779,"الربع   الثالث عام 2021م
Third quarter 2021",1,3.7
3484,779,43845.10725,1,3.7
3485,779,33504.3307,1,3.7
3486,779,1329.9435,1,3.7
3487,779,15322.2547,1,3.7
3488,779,1158.681875,1,3.7
3489,779,7389.934622999999,1,3.7
3490,779,1577.346379,1,3.7
3491,779,9433.588076,1,3.7
3492,779,5923.290532999999,1,3.7
3493,779,1034.280517,1,3.7
3494,779,601895.2024000001,1,3.7
3495,779,109793.338091,1,3.7
3496,779,133597.772975,1,3.7
3497,779,5074.190417000001,1,3.7
3498,779,24870.19806599999,1,3.7
3499,779,5285.441570999999,1,3.7
3500,779,11898.467686,1,3.7
3501,779,291702.24,1,3.7
3502,779,520.104953,1,3.7
3503,780,-,7,25.93
3504,780,"عام  2021م
  2021",1,3.7
3505,780,41602.78615,1,3.7
3506,780,36386.967594,1,3.7
3507,780,1294.8167,1,3.7
3508,780,17819.410513,1,3.7
3509,780,3373.049042,1,3.7
3510,780,7949.370706000001,1,3.7
3511,780,1361.321315,1,3.7
3512,780,10525.80531,1,3.7
3513,780,4792.659103000001,1,3.7
3514,780,511.115336,1,3.7
3515,780,573990.3753,1,3.7
3516,780,133288.808998,1,3.7
3517,780,127632.924804,1,3.7
3518,780,4751.82972,1,3.7
3519,780,25175.5504,1,3.7
3520,780,5141.325440000001,1,3.7
3521,780,11640.401001,1,3.7
3522,780,318491.195,1,3.7
3523,780,402.491997,1,3.7
3524,781,-,7,25.93
3525,781,"الربع   الأول عام 2022م
First quarter 2022",1,3.7
3526,781,43064.80276400001,1,3.7
3527,781,32869.73817,1,3.7
3528,781,1341.3916,1,3.7
3529,781,15802.2755,1,3.7
3530,781,2077.184186,1,3.7
3531,781,8071.697414000001,1,3.7
3532,781,951.1442999999999,1,3.7
3533,781,11622.0934,1,3.7
3534,781,5376.9924,1,3.7
3535,781,1235.9781,1,3.7
3536,781,544893.8549,1,3.7
3537,781,130348.5065,1,3.7
3538,781,126728.3723,1,3.7
3539,781,4681.1143,1,3.7
3540,781,25629.3471,1,3.7
3541,781,8594.553290000002,1,3.7
3542,781,11954.477791,1,3.7
3543,781,319405.7437,1,3.7
3544,781,593.0883,1,3.7
3545,782,-,7,25.93
3546,782,"الربع   الثاني عام 2022م
Second quarter 2022",1,3.7
3547,782,41988.385978,1,3.7
3548,782,33702.46370000001,1,3.7
3549,782,1528.7474,1,3.7
3550,782,16259.1453,1,3.7
3551,782,2804.042259,1,3.7
3552,782,8279.574914,1,3.7
3553,782,1349.8902,1,3.7
3554,782,11974.3506,1,3.7
3555,782,5487.094999999999,1,3.7
3556,782,1181.8391,1,3.7
3557,782,451472.8882,1,3.7
3558,782,133524.3131,1,3.7
3559,782,122874.8638,1,3.7
3560,782,4858.1206,1,3.7
3561,782,27130.5422,1,3.7
3562,782,9324.368679,1,3.7
3563,782,13524.577407,1,3.7
3564,782,397702.1955,1,3.7
3565,782,1037.5164,1,3.7
3566,783,-,7,25.93
3567,783,"الربع  الثالث عام 2022م
Third quarter 2022",1,3.7
3568,783,44242.903,1,3.7
3569,783,33009.07410000001,1,3.7
3570,783,1231.4332,1,3.7
3571,783,17720.2153,1,3.7
3572,783,2769.0028,1,3.7
3573,783,8368.271245,1,3.7
3574,783,1926.0139,1,3.7
3575,783,12123.7762,1,3.7
3576,783,5788.266600000001,1,3.7
3577,783,1208.5043,1,3.7
3578,783,440879.6403,1,3.7
3579,783,127874.1523,1,3.7
3580,783,121941.635,1,3.7
3581,783,4834.4974,1,3.7
3582,783,26551.33939999999,1,3.7
3583,783,9694.6628,1,3.7
3584,783,13927.697913,1,3.7
3585,783,414718.0828,1,3.7
3586,783,1098.1666,1,3.7
3587,784,-,7,25.93
3588,784,"عام  2022م
 2022",1,3.7
3589,784,44960.968483,1,3.7
3590,784,36150.081517,1,3.7
3591,784,1081.7432,1,3.7
3592,784,19805.2579,1,3.7
3593,784,2567.2815,1,3.7
3594,784,8251.281405000002,1,3.7
3595,784,1753.9216,1,3.7
3596,784,11505.7248,1,3.7
3597,784,6709.040499999999,1,3.7
3598,784,1665.7797,1,3.7
3599,784,446008.7228,1,3.7
3600,784,135800.3779,1,3.7
3601,784,118195.8205,1,3.7
3602,784,5033.375300000001,1,3.7
3603,784,24877.62520000001,1,3.7
3604,784,9259.5947,1,3.7
3605,784,14179.33008,1,3.7
3606,784,426653.6049,1,3.7
3607,784,1353.6649,1,3.7
3608,785,-,7,25.93
3609,785,"الربع   الأول عام 2023م
First quarter 2023",1,3.7
3610,785,43532.3625,1,3.7
3611,785,36078.3771,1,3.7
3612,785,1257.3131,1,3.7
3613,785,22914.7951,1,3.7
3614,785,2599.9912,1,3.7
3615,785,9412.951832,1,3.7
3616,785,1782.289636,1,3.7
3617,785,11821.3,1,3.7
3618,785,6985.839199999999,1,3.7
3619,785,1736.1709,1,3.7
3620,785,399883.8455000001,1,3.7
3621,785,308423.1338,1,3.7
3622,785,117395.3905,1,3.7
3623,785,4330.2261,1,3.7
3624,785,26771.511,1,3.7
3625,785,9343.3045,1,3.7
3626,785,13427.6892,1,3.7
3627,785,415888.316,1,3.7
3628,785,1516.7918,1,3.7
3629,786,-,7,25.93
3630,786,"الربع   الثاني عام 2023م
Second quarter 2023",1,3.7
3631,786,45022.2378,1,3.7
3632,786,34917.6976,1,3.7
3633,786,1228.8669,1,3.7
3634,786,25487.993241,1,3.7
3635,786,2407.6889,1,3.7
3636,786,10076.796556,1,3.7
3637,786,1783.607222,1,3.7
3638,786,12433.4706,1,3.7
3639,786,7123.4204,1,3.7
3640,786,1725.8595,1,3.7
3641,786,339351.4551,1,3.7
3642,786,316813.4696,1,3.7
3643,786,114150.8464,1,3.7
3644,786,4730.0617,1,3.7
3645,786,28200.6378,1,3.7
3646,786,9236.948400000001,1,3.7
3647,786,12584.012349,1,3.7
3648,786,443138.5449999999,1,3.7
3649,786,1716.6496,1,3.7
3650,787,-,5,18.52
3651,787,"الربع  الثالث عام 2023م
Third quarter 2023",1,3.7
3652,787,48096.205619,1,3.7
3653,787,46443.6096,1,3.7
3654,787,1106.9938,1,3.7
3655,787,22638.759661,1,3.7
3656,787,2289.140526,1,3.7
3657,787,9779.552209000001,1,3.7
3658,787,1725.297522,1,3.7
3659,787,13242.2125,1,3.7
3660,787,7111.538900000001,1,3.7
3661,787,1712.6718,1,3.7
3662,787,339790.2481,1,3.7
3663,787,321415.9159,1,3.7
3664,787,116429.2739,1,3.7
3665,787,5764.8168,1,3.7
3666,787,31130.97919999999,1,3.7
3667,787,9102.3853,1,3.7
3668,787,12197.701042,1,3.7
3669,787,479597.3960000001,1,3.7
3670,787,1900.9113,1,3.7
3671,787,*The total of Long-term debt and short-term debt.,1,3.7
3672,787,Excluding REITs & Insurance Sectors,1,3.7
3673,788,-,7,25.93
3674,788,"عام 2023م
2023",1,3.7
3675,788,49818.583385,1,3.7
3676,788,49760.6259,1,3.7
3677,788,1121.6412,1,3.7
3678,788,21675.947,1,3.7
3679,788,3886.7999,1,3.7
3680,788,9333.366970000001,1,3.7
3681,788,1711.6764,1,3.7
3682,788,13477.1819,1,3.7
3683,788,6730.227800000001,1,3.7
3684,788,1767.7153,1,3.7
3685,788,355645.4027,1,3.7
3686,788,147048.8197,1,3.7
3687,788,116126.7046,1,3.7
3688,788,8117.7142,1,3.7
3689,788,28763.3348,1,3.7
3690,788,9159.3894,1,3.7
3691,788,12123.294281,1,3.7
3692,788,523179.955,1,3.7
3693,788,1953.6984,1,3.7
3694,789,-,7,25.93
3695,789,"الربع الأول عام  2024م
First quarter 2024م",1,3.7
3696,789,52543.81,1,3.7
3697,789,45101.12,1,3.7
3698,789,1320.78,1,3.7
3699,789,20628.69,1,3.7
3700,789,4706.67,1,3.7
3701,789,9741.46,1,3.7
3702,789,1697.19,1,3.7
3703,789,13393.36,1,3.7
3704,789,5057.42,1,3.7
3705,789,1804.89,1,3.7
3706,789,359973.85,1,3.7
3707,789,160963.52,1,3.7
3708,789,112696.58,1,3.7
3709,789,8377.5,1,3.7
3710,789,27195.64,1,3.7
3711,789,8998.39,1,3.7
3712,789,11854.55,1,3.7
3713,789,487066.95,1,3.7
3714,789,2438.61,1,3.7
3715,790,-,7,25.93
3716,790,"الربع الثاني عام  2024م
Second quarter 2024",1,3.7
