السنة ,الربع,المنطقة ,المدينة,الحي ,نوع العقار ,تصنيف العقار ,عدد الصفقات,متوسط الايجار  ر.س,متوسط الايجار لكل متر مربع ر.س
2026,1,حائل,الشملى,الحفيرة الشرقي,شقة,سكني,10,16533.33,95
2026,1,حائل,موقق,مخطط 509,شقة,سكني,3,13333.33,89.04
2026,1,حائل,بقعاء,الوسطى,شقة,سكني,25,11010.52,89.04
2026,1,حائل,حائل,الجامعيين,شقة,سكني,158,17467.6,112.45
2026,1,حائل,حائل,النفل,شقة,سكني,138,16853,108.49
2026,1,حائل,حائل,الزبارة,معرض تجاري,تجاري,5,0,0
2026,1,حائل,رياض البويب,رياض البويب,شقة,سكني,1,16800,176.84
2026,1,حائل,افيعيا,أفيعية,شقة,سكني,2,18000,180
2026,1,حائل,حائل,صلاح الدين الغربي,معرض تجاري,تجاري,2,0,0
2026,1,حائل,حائل,غرب أجا,شقة,سكني,61,15979.16,111.34
2026,1,حائل,حائل,النقرة,معرض تجاري,تجاري,18,0,0
2026,1,حائل,جبة,الأول,محل,تجاري,2,0,0
2026,1,حائل,الحائط,الربوة,فيلا,سكني,1,24000,68.57
2026,1,حائل,حائل,المجمع,دور,سكني,11,17020,81.25
2026,1,حائل,لبده,لبدة,شقة,سكني,2,18000,120
2026,1,حائل,حائل,المصيف,شقة,سكني,259,17134.38,117.51
2026,1,حائل,حائل,المملكة,شقة,سكني,59,16036.09,107.58
2026,1,حائل,بقعاء,مخطط بقعاء الشرقية,شقة,سكني,15,11600,83.84
2026,1,حائل,الحائط,الربوة,شقة,سكني,17,16146.66,132.71
2026,1,حائل,بقعاء,مخطط بقعاء الشرقية,دور,سكني,2,24000,60
2026,1,حائل,تربة,فوار,محل,تجاري,1,0,0
2026,1,حائل,الصداعيه,الصداعية,شقة,سكني,5,8000,31.17
2026,1,حائل,حائل,حمراء الوبير,محل,تجاري,1,0,0
2026,1,حائل,الفويلق رقم 2,الفويلق رقم(2),شقة,سكني,2,18000,88.06
2026,1,حائل,حائل,الشفاء,دور,سكني,28,19780,87.84
2026,1,حائل,تربة,زرود,شقة,سكني,5,13440,85.36
2026,1,حائل,بقعاء,حي ج3,دور,سكني,1,15000,75
2026,1,حائل,حائل,لبدة,دوبلاكس,سكني,2,25000,125
2026,1,حائل,حائل,المجمع,محل,تجاري,18,0,0
2026,1,حائل,حائل,المجمع,شقة,سكني,102,13601.01,98.45
2026,1,حائل,المعرش,المعرّش,شقة,سكني,3,13000,112.06
2026,1,حائل,الغزالة - الروضه,الروضة,محل,تجاري,8,0,0
2026,1,حائل,حائل,السلام,شقة,سكني,47,15084.23,106.53
2026,1,حائل,بقعاء,بقعاء القديمة,محل,تجاري,43,0,0
2026,1,حائل,حائل,شرق الصناعية,دور,سكني,1,18000,64.03
2026,1,حائل,حائل - الجديده,الجديدة,محل,تجاري,5,0,0
2026,1,حائل,حائل,حمراء الوبير,دور,سكني,1,12000,30
2026,1,حائل,حائل,لبدة,دور,سكني,2,15000,78.94
2026,1,حائل,حائل,ضاحية الملك فهد,محل,تجاري,3,0,0
2026,1,حائل,وسيط الشعيبات,وسيط الشعيبات,شقة,سكني,1,18000,60
2026,1,حائل,المجيصه,المجيصة,محل,تجاري,1,0,0
2026,1,حائل,عثمر   المخطط,عثمر ,دور,سكني,3,11400,99.36
2026,1,حائل,تربة,البدع,دور,سكني,1,7000,46.66
2026,1,حائل,القصيصه والقصة,القصيصة,دور,سكني,1,8500,24.28
2026,1,حائل,حائل,البادية,محل,تجاري,23,0,0
2026,1,حائل,حائل,الزهراء,شقة,سكني,150,16858.09,119.29
2026,1,حائل,الشعلانيه,الشعلانية,شقة,سكني,4,11500,106
2026,1,حائل,الناصريه,الناصرية,دور,سكني,1,18000,180
2026,1,حائل,حائل,السمراء,شقة,سكني,172,14463.18,102.9
2026,1,حائل,موقق,مخطط 380,دور,سكني,1,18000,180
2026,1,حائل,حائل,اللقيطه,محل,تجاري,18,0,0
2026,1,حائل,حائل,قفار,شقة,سكني,30,16054.16,113.04
2026,1,حائل,موقق,موقق,محل,تجاري,1,0,0
2026,1,حائل,العماير,العماير,شقة,سكني,1,18000,90
2026,1,حائل,بقعاء,الوسطى,دور,سكني,3,10800,46
2026,1,حائل,حائل,السمراء,استديو,سكني,18,6666.66,69.44
2026,1,حائل,حائل,نقرة قفار,معرض تجاري,تجاري,1,0,0
2026,1,حائل,القحصيه,القحصية,شقة,سكني,2,18000,150
2026,1,حائل,حائل,صلاح الدين,مكتب,تجاري,1,0,0
2026,1,حائل,حائل,العزيزية,شقة,سكني,300,10822.24,99.49
2026,1,حائل,الخطه,الخطة,محل,تجاري,21,0,0
2026,1,حائل,الحويط,الحويط,شقة,سكني,2,18000,140
2026,1,حائل,ارينبات,أرينبة - أرينبات,شقة,سكني,2,16000,68.88
2026,1,حائل,كتيفه,كتيفة,شقة,سكني,6,16720,116.4
2026,1,حائل,الشملي - مبرز,مبرز,شقة,سكني,2,18000,90
