السنة ,الربع,المنطقة ,المدينة,الحي ,نوع العقار ,تصنيف العقار ,عدد الصفقات,متوسط الايجار  ر.س,متوسط الايجار لكل متر مربع ر.س
2026,1,مكة المكرمة,مكة المكرمة,الروضة,محل,تجاري,69,0,0
2026,1,مكة المكرمة,المويقعه,المويقعه,محل,تجاري,1,0,0
2026,1,مكة المكرمة,الطائف,العقيق,شقة,سكني,203,14243.16,104.34
2026,1,مكة المكرمة,الطائف,شبرا,دور,سكني,2,8700,77.61
2026,1,مكة المكرمة,المكسر (العقيله),المكسر (العقيله),شقة,سكني,4,10500,54.25
2026,1,مكة المكرمة,الطائف,القيم الأسفل,فيلا,سكني,1,40000,133.33
2026,1,مكة المكرمة,دغبج,دغبج,شقة,سكني,1,18000,60
2026,1,مكة المكرمة,دحله الحليفه,دحله الحليفه,محل,تجاري,1,0,0
2026,1,مكة المكرمة,العرضيات - الحمراء,الحمراء,شقة,سكني,1,13200,66
2026,1,مكة المكرمة,جدة,العسلاء,فيلا,سكني,2,15000,52.93
2026,1,مكة المكرمة,مكة المكرمة,شعب عامر ,دور,سكني,1,12000,93.6
2026,1,مكة المكرمة,مكة المكرمة,دار السلام,استديو,سكني,1,15600,312
2026,1,مكة المكرمة,الطائف,جبرة,معرض تجاري,تجاري,28,0,0
2026,1,مكة المكرمة,الطائف,القهيب,دور,سكني,2,6250,27.35
2026,1,مكة المكرمة,الطائف,مطار الطائف الدولي,شقة,سكني,3,10000,73.33
2026,1,مكة المكرمة,جدة,الأصالة,معرض تجاري,تجاري,2,0,0
2026,1,مكة المكرمة,الطائف,السداد,فيلا,سكني,1,90000,158.73
2026,1,مكة المكرمة,ام دوحه,ام دوحه,دور,سكني,1,30000,234.15
2026,1,مكة المكرمة,الطائف,المحمدية,شقة,سكني,1,18000,180
2026,1,مكة المكرمة,مجمعات وادي دعيكان السكنية,مجمعات وادي دعيكان السكنية,شقة,سكني,1,18000,257.14
2026,1,مكة المكرمة,الموية,حي الفيصلية,دور,سكني,1,12000,57.14
2026,1,مكة المكرمة,الخرمة,النزهة,دور,سكني,1,10000,45.45
2026,1,مكة المكرمة,الجموم,السلامة,شقة,سكني,18,16813.33,116.03
2026,1,مكة المكرمة,جدة,النزهة,محل,تجاري,320,0,0
2026,1,مكة المكرمة,الطائف,الشرقية,محل,تجاري,96,0,0
2026,1,مكة المكرمة,مكة المكرمة,بطحاء قريش,معرض تجاري,تجاري,6,0,0
