المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,218"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,969,605"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,974,604"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,970,683"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,974,764"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,976,248"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,980,202"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,978,534"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,985,941"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,974,229"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,981,992"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,983,831"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,986,534"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,981,760"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,984,650"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,973,590"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,985,814"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,981,936"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,982,083"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,969,198"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,980,835"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,982,621"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,976,094"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,982,090"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,979,827"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,986,997"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,985,498"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,985,551"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,987,977"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,987,269"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,987,338"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"35,988,887"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"36,002,605"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"36,006,659"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"35,993,762"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"35,988,888"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"35,993,541"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"35,993,652"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/02,"35,993,593"
