المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي للوكالة
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,176,676"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,176,822"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,177,007"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,177,413"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,177,601"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,177,608"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,178,669"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,179,706"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,177,777"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,177,802"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,177,876"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,178,026"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,184,451"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,178,569"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,179,016"
منطقة المدينة المنوره,المدينة المنورة,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,179,211"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,179,510"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,179,628"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,179,827"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,179,903"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,180,119"
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,180,215"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,180,460"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,180,693"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,180,864"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,180,903"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,180,936"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,181,162"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,181,180"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,177,511"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,181,295"
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,181,190"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,181,461"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,178,314"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,181,566"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,181,875"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,182,005"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,182,020"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,182,252"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,182,325"
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,182,426"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,182,636"
منطقة الشرقية,الدمام,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,182,856"
منطقة الشرقية,الدمام,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,182,961"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,183,014"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,183,157"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,183,252"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,183,263"
منطقة الشرقية,الدمام,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,183,351"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,183,393"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,183,624"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,183,679"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,184,193"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,184,203"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,184,934"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,185,495"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,185,704"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,184,518"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,184,828"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,184,901"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,184,912"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,184,951"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,181,036"
منطقة عسير,ابها,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,185,001"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,185,155"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,185,208"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,179,321"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,177,411"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,185,640"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,185,643"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,185,647"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,185,649"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,185,692"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,185,787"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,185,818"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,186,003"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,186,106"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,186,140"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,186,922"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,187,506"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,187,509"
منطقة حائل,الشنان,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,186,192"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,186,461"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,186,614"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,186,668"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,186,696"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,186,867"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,187,039"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,187,108"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,187,315"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,187,397"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,187,474"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,187,478"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,187,670"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,188,565"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,188,866"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,187,783"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,187,796"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,187,806"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,187,910"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,187,958"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,187,966"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,188,168"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,188,233"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,188,239"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,188,499"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,188,585"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,188,597"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,188,600"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,188,765"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,188,830"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,188,843"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,188,911"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,188,933"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,188,973"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,189,399"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,189,101"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,189,104"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,189,163"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,189,361"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,189,410"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,189,421"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,189,470"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,189,814"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,189,820"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,189,835"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,189,852"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,189,877"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,189,996"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,190,014"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,190,426"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,190,582"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,190,895"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,190,077"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,190,513"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,190,564"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,190,569"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,190,628"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,190,657"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,190,718"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,190,735"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,190,751"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,190,799"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,190,807"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,190,826"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,190,856"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,190,935"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,191,594"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,190,946"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,191,043"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,191,197"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,191,258"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,191,270"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,191,294"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,191,309"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,191,310"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,191,323"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,191,332"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,191,345"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,191,399"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,191,477"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,191,480"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,191,583"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,191,593"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,191,618"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,191,632"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,191,656"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,191,945"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,191,946"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,192,048"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,192,053"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/01,"43,192,060"
منطقة الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,179,799"
منطقة الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,179,720"
منطقة المدينة المنوره,المدينة المنورة,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,179,070"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,178,283"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,181,633"
منطقة الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,181,062"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,180,703"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,180,456"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,180,323"
منطقة الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,180,234"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,183,003"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,182,999"
منطقة حائل,الشنان,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,182,890"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,182,598"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,182,222"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,184,180"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,183,631"
منطقة عسير,ابها,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,183,458"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,183,434"
منطقة حائل,الشنان,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,183,410"
منطقة حائل,الشنان,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,183,320"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,184,692"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,185,497"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,185,487"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,186,133"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,186,563"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,186,273"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,187,183"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,186,717"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,188,874"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/01,"43,188,783"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/01,"43,189,844"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,192,129"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,192,136"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,192,211"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,192,425"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,192,464"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,192,499"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,192,676"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,192,929"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,192,992"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,193,001"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,193,032"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,193,040"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,193,139"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,193,745"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,193,287"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,193,321"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,193,375"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,193,378"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,193,416"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,193,434"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,193,466"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,193,479"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,193,542"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,193,562"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,193,624"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,193,665"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,193,744"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,194,541"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,193,893"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,193,976"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,194,034"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,194,036"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,194,049"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,194,068"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,194,115"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,194,256"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,194,306"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,194,331"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,194,408"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,194,520"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,194,556"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,194,572"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,194,707"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,194,871"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,194,939"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,195,024"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,195,070"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,195,113"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,195,186"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,195,215"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,195,299"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,195,367"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,195,641"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,195,667"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,195,673"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,195,784"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,195,813"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,195,925"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,196,039"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,196,155"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,196,549"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,196,185"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,196,259"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,196,328"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,196,334"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,196,474"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,196,530"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,196,775"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,196,863"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,196,819"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,196,833"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,196,923"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,196,971"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,197,018"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/02,"43,197,021"
