المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي للوكالة
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/14,"43,403,756"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/14,"43,403,770"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/14,"43,403,833"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/14,"43,403,948"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/14,"43,404,157"
منطقة مكة المكرمه,مكة المكرمة,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/14,"43,404,358"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/14,"43,404,646"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/14,"43,404,758"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/14,"43,404,379"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/14,"43,404,459"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/14,"43,404,583"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/14,"43,404,745"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/14,"43,404,756"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/14,"43,404,918"
منطقة حائل,الحائط,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/14,"43,386,810"
منطقة مكة المكرمه,مكة المكرمة,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/14,"43,388,524"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/14,"43,392,034"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/14,"43,393,415"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/14,"43,392,824"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/14,"43,392,733"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/14,"43,394,561"
منطقة الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/14,"43,394,282"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/14,"43,395,520"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/14,"43,395,383"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/14,"43,396,208"
منطقة مكة المكرمه,مكة المكرمة,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/14,"43,397,756"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/14,"43,395,991"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/14,"43,395,875"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/14,"43,397,995"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/14,"43,397,838"
منطقة مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/14,"43,397,783"
منطقة مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/14,"43,397,324"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/14,"43,397,141"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/14,"43,402,260"
منطقة القصيم,البكيريه,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/14,"43,404,695"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/14,"43,404,151"
منطقة القصيم,البكيريه,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,405,351"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,405,477"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,405,719"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,406,087"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,406,176"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,406,657"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,406,670"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,406,777"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/01/15,"43,406,942"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/15,"43,406,951"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,407,564"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/15,"43,410,325"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,407,931"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,407,885"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,408,902"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,409,082"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,409,296"
منطقة الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,409,125"
منطقة مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,410,346"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,410,780"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,411,247"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,409,565"
منطقة الرياض,شقراء,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,409,500"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,409,833"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,409,901"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,409,914"
منطقة مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,409,950"
منطقة مكة المكرمه,مكة المكرمة,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,410,248"
منطقة الشرقية,الدمام,القطاع العام,خدمة إلكترونية جزئيا,2026/01/15,"43,410,327"
منطقة الشرقية,الدمام,القطاع العام,خدمة إلكترونية جزئيا,2026/01/15,"43,410,357"
منطقة مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,410,570"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,410,701"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,410,759"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,410,865"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/15,"43,411,071"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,411,119"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,411,228"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/15,"43,411,481"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,411,395"
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2026/01/15,"43,411,342"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,411,672"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/15,"43,410,119"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,412,032"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,411,869"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/15,"43,412,127"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,412,157"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/01/15,"43,412,211"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,412,047"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,413,067"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,413,082"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/15,"43,412,377"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/15,"43,412,631"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,412,892"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,412,920"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,412,954"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,413,030"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,413,037"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/15,"43,407,252"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,413,233"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,413,462"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,413,403"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,413,251"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,413,551"
منطقة مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,413,488"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,414,342"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,414,386"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/15,"43,414,667"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,414,698"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,414,811"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,414,838"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,414,950"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,414,890"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,415,075"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,415,097"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,415,137"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,415,236"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,415,344"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,415,610"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,415,688"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,415,705"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,415,717"
منطقة المدينة المنوره,المدينة المنورة,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,415,669"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,415,762"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,415,763"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,415,905"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,416,019"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,416,058"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,416,118"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,416,138"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,416,314"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,416,448"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,416,502"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,416,473"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,416,501"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,416,519"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,416,619"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,416,887"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,417,047"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,417,078"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,417,116"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,417,159"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,417,286"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,417,356"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,417,483"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,417,532"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,418,086"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,418,132"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,417,430"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,417,517"
منطقة الشرقية,حفر الباطن,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,417,419"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/15,"43,411,024"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,417,923"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,417,935"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,418,054"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,418,060"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,418,121"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,418,155"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,418,168"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,418,802"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,418,321"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,418,510"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,418,601"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,418,711"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,418,754"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,418,759"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,418,801"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,418,805"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,418,818"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,418,875"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,418,911"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,418,951"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,418,952"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,419,081"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/15,"43,419,284"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,407,690"
منطقة الشرقية,الدمام,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,408,940"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,410,864"
منطقة الرياض,شقراء,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,408,278"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,410,987"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,410,699"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,410,532"
منطقة مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,410,159"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,410,009"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,409,829"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,411,915"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,411,518"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,411,500"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,412,184"
منطقة مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,413,436"
منطقة عسير,خميس مشيط,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,413,116"
منطقة القصيم,البدائع,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,414,113"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,413,756"
منطقة عسير,خميس مشيط,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,416,566"
منطقة عسير,خميس مشيط,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,416,113"
منطقة عسير,خميس مشيط,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,416,026"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,418,436"
منطقة مكة المكرمه,مكة المكرمة,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,417,942"
منطقة الشرقية,حفر الباطن,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/15,"43,417,351"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,419,370"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,419,419"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,419,459"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,419,558"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,419,567"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,419,571"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,419,592"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,419,617"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,419,645"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,419,650"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,419,896"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,419,976"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,419,977"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,420,346"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,420,384"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,420,478"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,420,503"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,420,581"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,420,602"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,420,603"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,420,712"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,421,422"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,420,866"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,421,167"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,421,290"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,421,480"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,421,486"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,421,771"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,422,189"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,422,381"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,422,449"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,422,537"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,422,636"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,422,744"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,422,815"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,422,871"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,423,056"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,423,064"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,423,201"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,423,367"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,423,931"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,424,019"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,424,014"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,424,018"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,424,271"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/16,"43,424,274"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/16,"43,420,386"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,424,391"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,424,408"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,424,740"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,424,812"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,425,018"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,425,452"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,425,468"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,425,640"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,425,642"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,426,013"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,426,143"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,426,154"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,426,177"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,426,222"
منطقة حائل,حائل,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/17,"43,426,145"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,426,608"
منطقة مكة المكرمه,مكة المكرمة,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/17,"43,426,565"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,426,665"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,426,681"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,426,724"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,426,796"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,426,930"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,426,991"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,427,471"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,427,095"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,427,159"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,427,227"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,427,237"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,427,489"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,427,528"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,427,618"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,427,659"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,427,725"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,427,747"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/17,"43,427,826"
