المنطقة,المدينة,نوع السند الرئيسي,تاريخ القرار ميلادي,الرقم المرجعي
 الشرقية,الدمام,إخلاء,2026/06/01,"18,826,637"
 الشرقية,الدمام,إخلاء,2026/06/01,"18,826,639"
 الرياض,الرياض,أوراق تجارية إلكترونية,2026/06/02,"18,839,769"
 الرياض,الرياض,أوراق تجارية إلكترونية,2026/06/02,"18,868,274"
 الرياض,الرياض,أوراق تجارية إلكترونية,2026/06/02,"18,868,272"
 الرياض,الرياض,أوراق تجارية إلكترونية,2026/06/02,"18,868,273"
 مكة المكرمه,مكة المكرمة,إخلاء,2026/06/02,"18,844,117"
 مكة المكرمه,مكة المكرمة,إخلاء,2026/06/02,"18,844,435"
 مكة المكرمه,جده,أوراق تجارية,2026/06/02,"18,868,714"
 مكة المكرمه,جده,أوراق تجارية,2026/06/02,"18,867,024"
 مكة المكرمه,جده,احكام و قرارات,2026/06/02,"18,868,578"
 مكة المكرمه,جده,أوراق تجارية,2026/06/02,"18,868,333"
 مكة المكرمه,جده,أوراق تجارية,2026/06/02,"18,865,327"
 المدينة المنوره,المدينة المنورة,أوراق تجارية,2026/06/02,"18,841,608"
 الشرقية,الدمام,أوراق تجارية,2026/06/02,"18,850,240"
 الشرقية,الدمام,أوراق تجارية,2026/06/02,"18,850,237"
 الشرقية,الدمام,أوراق تجارية,2026/06/02,"18,850,238"
 الشرقية,الدمام,احكام و قرارات,2026/06/02,"18,868,069"
 الشرقية,الدمام,أوراق تجارية,2026/06/02,"18,850,239"
 الشرقية,الدمام,عقود,2026/06/02,"18,848,827"
 الشرقية,الدمام,محاضر,2026/06/02,"18,840,395"
 تبوك,تبوك,أوراق تجارية,2026/06/02,"18,845,570"
 جازان,جيزان,أوراق تجارية,2026/06/02,"18,845,489"
 الباحة,الباحه,أوراق تجارية,2026/06/02,"18,865,410"
 الرياض,الرياض,عقود,2026/06/03,"18,880,546"
 الرياض,الرياض,أوراق تجارية,2026/06/03,"18,870,724"
 الرياض,الرياض,عقود,2026/06/03,"18,880,308"
 الرياض,الرياض,عقود,2026/06/03,"18,880,304"
 الرياض,الرياض,احكام و قرارات,2026/06/03,"18,879,086"
 الرياض,الرياض,عقود,2026/06/03,"18,876,540"
 الرياض,الرياض,أوراق تجارية,2026/06/03,"18,871,734"
 الرياض,الرياض,أوراق تجارية إلكترونية,2026/06/03,"18,879,102"
 الرياض,الرياض,أوراق تجارية إلكترونية,2026/06/03,"18,879,103"
 الرياض,الرياض,أوراق تجارية إلكترونية,2026/06/03,"18,879,104"
 الرياض,الرياض,أوراق تجارية إلكترونية,2026/06/03,"18,876,219"
 الرياض,الرياض,أوراق تجارية إلكترونية,2026/06/03,"18,876,218"
 الرياض,الرياض,أوراق تجارية إلكترونية,2026/06/03,"18,876,217"
 الرياض,الرياض,احكام و قرارات,2026/06/03,"18,880,414"
 الرياض,الرياض,احكام و قرارات,2026/06/03,"18,878,231"
 مكة المكرمه,مكة المكرمة,إخلاء,2026/06/03,"18,876,621"
 مكة المكرمه,جده,احكام و قرارات,2026/06/03,"18,876,455"
 مكة المكرمه,جده,أوراق تجارية,2026/06/03,"18,870,527"
 مكة المكرمه,جده,احكام و قرارات,2026/06/03,"18,876,562"
 مكة المكرمه,جده,عقود,2026/06/03,"18,875,928"
 مكة المكرمه,جده,احكام و قرارات,2026/06/03,"18,870,502"
 مكة المكرمه,الطائف,احكام و قرارات,2026/06/03,"18,872,377"
 الشرقية,الدمام,محاضر,2026/06/03,"18,876,271"
 الشرقية,الدمام,محاضر,2026/06/03,"18,876,272"
 الشرقية,الدمام,محاضر,2026/06/03,"18,876,269"
 الشرقية,الدمام,إخلاء,2026/06/03,"18,876,703"
 الشرقية,الدمام,مزاد,2026/06/03,"18,878,182"
 الشرقية,الدمام,أوراق تجارية,2026/06/03,"18,877,708"
 الشرقية,الدمام,أوراق تجارية,2026/06/03,"18,878,606"
 الشرقية,الدمام,محاضر,2026/06/03,"18,876,270"
 الشرقية,الدمام,إخلاء,2026/06/03,"18,871,108"
 الشرقية,الاحساء,احكام و قرارات,2026/06/03,"18,870,522"
 عسير,ابها,احكام و قرارات,2026/06/03,"18,878,113"
 حائل,حائل,أوراق تجارية,2026/06/03,"18,872,046"
 جازان,جيزان,أوراق تجارية,2026/06/03,"18,877,204"
 الباحة,الباحه,أوراق تجارية,2026/06/03,"18,878,130"
 الرياض,الرياض,إخلاء,2026/06/04,"18,885,882"
 مكة المكرمه,جده,أوراق تجارية,2026/06/04,"18,888,629"
 مكة المكرمه,جده,أوراق تجارية إلكترونية,2026/06/04,"18,886,398"
 مكة المكرمه,جده,أوراق تجارية,2026/06/04,"18,885,709"
 مكة المكرمه,جده,أوراق تجارية,2026/06/04,"18,881,705"
 القصيم,بريده,أوراق تجارية,2026/06/04,"18,887,115"
 الشرقية,الدمام,إخلاء,2026/06/04,"18,888,500"
 الشرقية,الدمام,أوراق تجارية,2026/06/04,"18,886,297"
 الشرقية,الدمام,أوراق تجارية,2026/06/04,"18,886,168"
 الشرقية,الاحساء,احكام و قرارات,2026/06/04,"18,882,178"
 حائل,حائل,عقود,2026/06/04,"18,887,377"
 حائل,حائل,احكام و قرارات,2026/06/04,"18,885,599"
 جازان,جيزان,أوراق تجارية إلكترونية,2026/06/04,"18,886,733"
 جازان,جيزان,عقود,2026/06/04,"18,886,382"
 الرياض,الرياض,احكام و قرارات,2026/06/07,"18,903,765"
 الرياض,الرياض,احكام و قرارات,2026/06/07,"18,903,986"
 مكة المكرمه,جده,احكام و قرارات,2026/06/07,"18,897,676"
 مكة المكرمه,جده,احكام و قرارات,2026/06/07,"18,897,677"
 الشرقية,الدمام,احكام و قرارات,2026/06/07,"18,905,493"
 الشرقية,الدمام,احكام و قرارات,2026/06/07,"18,905,491"
 الشرقية,الدمام,إخلاء,2026/06/07,"18,909,759"
 الشرقية,الدمام,احكام و قرارات,2026/06/07,"18,905,492"
 الشرقية,الدمام,أوراق تجارية,2026/06/07,"18,909,781"
 الشرقية,الدمام,إخلاء,2026/06/07,"18,909,780"
 تبوك,تبوك,احكام و قرارات,2026/06/07,"18,908,641"
 حائل,حائل,أوراق تجارية,2026/06/07,"18,907,930"
 جازان,جيزان,أوراق تجارية,2026/06/07,"18,903,498"
 جازان,جيزان,أوراق تجارية,2026/06/07,"18,907,519"
 الرياض,الرياض,أوراق تجارية إلكترونية,2026/06/08,"18,923,247"
 الرياض,الرياض,احكام و قرارات,2026/06/08,"18,925,442"
 الرياض,الرياض,عقود,2026/06/08,"18,922,811"
 الرياض,الرياض,أوراق تجارية,2026/06/08,"18,922,577"
 مكة المكرمه,جده,أوراق تجارية,2026/06/08,"18,922,653"
 مكة المكرمه,جده,عقود,2026/06/08,"18,921,728"
 مكة المكرمه,جده,احكام و قرارات,2026/06/08,"18,923,594"
 مكة المكرمه,جده,احكام و قرارات,2026/06/08,"18,922,304"
 مكة المكرمه,جده,احكام و قرارات,2026/06/08,"18,913,990"
 مكة المكرمه,جده,إخلاء,2026/06/08,"18,922,857"
 مكة المكرمه,جده,احكام و قرارات,2026/06/08,"18,913,989"
 مكة المكرمه,الطائف,أوراق تجارية,2026/06/08,"18,918,063"
 المدينة المنوره,المدينة المنورة,احكام و قرارات,2026/06/08,"18,925,848"
 الشرقية,الدمام,أوراق تجارية,2026/06/08,"18,922,113"
 الشرقية,الدمام,احكام و قرارات,2026/06/08,"18,922,918"
 الشرقية,الدمام,أوراق تجارية,2026/06/08,"18,922,090"
 الشرقية,الدمام,إخلاء,2026/06/08,"18,913,269"
 الشرقية,حفر الباطن,أوراق تجارية,2026/06/08,"18,921,810"
 عسير,ابها,احكام و قرارات,2026/06/08,"18,923,905"
 عسير,ابها,احكام و قرارات,2026/06/08,"18,923,904"
 تبوك,تبوك,أوراق تجارية,2026/06/08,"18,913,639"
 تبوك,تبوك,أوراق تجارية,2026/06/08,"18,921,715"
 تبوك,تبوك,أوراق تجارية,2026/06/08,"18,921,693"
 تبوك,تبوك,أوراق تجارية,2026/06/08,"18,921,016"
 جازان,جيزان,أوراق تجارية,2026/06/08,"18,925,141"
 جازان,جيزان,أوراق تجارية,2026/06/08,"18,913,699"
 الجوف,سكاكا,احكام و قرارات,2026/06/08,"18,923,074"
 الجوف,سكاكا,عقود,2026/06/08,"18,919,361"
 الرياض,الرياض,احكام و قرارات,2026/06/09,"18,938,655"
 الرياض,الرياض,إخلاء,2026/06/09,"18,940,284"
 الرياض,الرياض,عقود,2026/06/09,"18,942,736"
 الرياض,الرياض,أوراق تجارية,2026/06/09,"18,941,172"
 الرياض,الرياض,احكام و قرارات,2026/06/09,"18,941,801"
 الرياض,الرياض,أوراق تجارية,2026/06/09,"18,930,946"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2026/06/09,"18,940,849"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2026/06/09,"18,938,198"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2026/06/09,"18,942,026"
 مكة المكرمه,مكة المكرمة,أوراق تجارية,2026/06/09,"18,940,442"
 مكة المكرمه,مكة المكرمة,أوراق تجارية,2026/06/09,"18,940,443"
 مكة المكرمه,جده,أوراق تجارية,2026/06/09,"18,940,996"
 مكة المكرمه,جده,إخلاء,2026/06/09,"18,928,977"
 مكة المكرمه,الطائف,احكام و قرارات,2026/06/09,"18,938,777"
 الشرقية,الدمام,أوراق تجارية,2026/06/09,"18,927,612"
 الشرقية,الدمام,أوراق تجارية,2026/06/09,"18,927,613"
 الشرقية,الدمام,أوراق تجارية,2026/06/09,"18,927,614"
 الشرقية,الدمام,أوراق تجارية,2026/06/09,"18,927,615"
 الشرقية,الدمام,أوراق تجارية,2026/06/09,"18,927,616"
 الشرقية,الدمام,أوراق تجارية,2026/06/09,"18,927,585"
 الشرقية,حفر الباطن,أوراق تجارية,2026/06/09,"18,939,395"
 عسير,ابها,عقود,2026/06/09,"18,929,277"
 عسير,ابها,احكام و قرارات,2026/06/09,"18,943,190"
 جازان,جيزان,أوراق تجارية,2026/06/09,"18,941,755"
 الرياض,الرياض,عقود,2026/06/10,"18,953,744"
 الرياض,الرياض,أوراق تجارية,2026/06/10,"18,952,665"
 الرياض,الرياض,أوراق تجارية,2026/06/10,"18,951,926"
 الرياض,الرياض,إخلاء,2026/06/10,"18,953,779"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2026/06/10,"18,951,717"
 مكة المكرمه,جده,احكام و قرارات,2026/06/10,"18,945,303"
 مكة المكرمه,جده,أوراق تجارية إلكترونية,2026/06/10,"18,954,018"
 المدينة المنوره,المدينة المنورة,احكام و قرارات,2026/06/10,"18,946,966"
 المدينة المنوره,المدينة المنورة,أوراق تجارية,2026/06/10,"18,954,845"
 المدينة المنوره,المدينة المنورة,احكام و قرارات,2026/06/10,"18,950,429"
 المدينة المنوره,المدينة المنورة,احكام و قرارات,2026/06/10,"18,950,430"
 المدينة المنوره,المدينة المنورة,احكام و قرارات,2026/06/10,"18,950,873"
 الشرقية,الدمام,احكام و قرارات,2026/06/10,"18,951,069"
 الشرقية,الدمام,احكام و قرارات,2026/06/10,"18,951,070"
 الشرقية,الدمام,احكام و قرارات,2026/06/10,"18,951,071"
 الشرقية,الدمام,احكام و قرارات,2026/06/10,"18,954,981"
 الشرقية,الدمام,احكام و قرارات,2026/06/10,"18,954,982"
 الشرقية,الدمام,أوراق تجارية,2026/06/10,"18,950,992"
 الشرقية,الدمام,احكام و قرارات,2026/06/10,"18,954,983"
 الشرقية,الدمام,إخلاء,2026/06/10,"18,944,352"
 الشرقية,الدمام,عقود,2026/06/10,"18,952,051"
 الشرقية,الدمام,إخلاء,2026/06/10,"18,956,071"
 الشرقية,الدمام,إخلاء,2026/06/10,"18,953,698"
 الشرقية,الدمام,إخلاء,2026/06/10,"18,956,037"
 الشرقية,الدمام,إخلاء,2026/06/10,"18,951,618"
 الشرقية,الاحساء,أوراق تجارية,2026/06/10,"18,952,767"
 عسير,ابها,مزاد,2026/06/10,"18,953,617"
 تبوك,تبوك,أوراق تجارية,2026/06/10,"18,946,731"
 حائل,حائل,عقود,2026/06/10,"18,950,758"
 جازان,جيزان,أوراق تجارية,2026/06/10,"18,953,187"
 جازان,جيزان,عقود,2026/06/10,"18,950,747"
 جازان,جيزان,أوراق تجارية,2026/06/10,"18,951,709"
 جازان,جيزان,أوراق تجارية,2026/06/10,"18,952,870"
 جازان,جيزان,عقود,2026/06/10,"18,953,131"
 جازان,جيزان,عقود,2026/06/10,"18,951,346"
 جازان,جيزان,أوراق تجارية,2026/06/10,"18,953,227"
 الحدود الشمالية,عرعر,عقود,2026/06/10,"18,946,050"
 الرياض,الرياض,عقود,2026/06/11,"18,964,517"
 الرياض,الرياض,احكام و قرارات,2026/06/11,"18,965,380"
 الرياض,الرياض,إخلاء,2026/06/11,"18,964,958"
 مكة المكرمه,مكة المكرمة,أوراق تجارية,2026/06/11,"18,964,364"
 مكة المكرمه,مكة المكرمة,إخلاء,2026/06/11,"18,963,498"
 مكة المكرمه,جده,أوراق تجارية,2026/06/11,"18,958,930"
 المدينة المنوره,المدينة المنورة,إخلاء,2026/06/11,"18,966,376"
 المدينة المنوره,المدينة المنورة,أوراق تجارية,2026/06/11,"18,959,030"
 المدينة المنوره,المدينة المنورة,احكام و قرارات,2026/06/11,"18,964,431"
 القصيم,بريده,احكام و قرارات,2026/06/11,"18,964,175"
 الشرقية,الدمام,أوراق تجارية,2026/06/11,"18,957,543"
 الشرقية,الدمام,إخلاء,2026/06/11,"18,960,137"
 الشرقية,الدمام,إخلاء,2026/06/11,"18,959,241"
 الشرقية,الدمام,أوراق تجارية,2026/06/11,"18,964,311"
 الشرقية,الدمام,أوراق تجارية إلكترونية,2026/06/11,"18,966,735"
 الشرقية,الدمام,أوراق تجارية,2026/06/11,"18,957,544"
 الشرقية,الدمام,عقود,2026/06/11,"18,965,279"
 الشرقية,الدمام,عقود,2026/06/11,"18,966,991"
 عسير,ابها,أوراق تجارية,2026/06/11,"18,964,728"
 تبوك,تبوك,إخلاء,2026/06/11,"18,964,046"
 جازان,جيزان,أوراق تجارية,2026/06/11,"18,965,241"
 الباحة,الباحه,أوراق تجارية,2026/06/11,"18,967,380"
 مكة المكرمه,جده,احكام و قرارات,2026/06/12,"18,977,530"
 الرياض,الرياض,عقود,2026/06/13,"18,987,809"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,649"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,650"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,651"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,687"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,688"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,645"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,647"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,652"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,653"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,654"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,655"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,656"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,657"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,658"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,659"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,660"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,987,763"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,987,764"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,683"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,682"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,684"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,681"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,680"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,685"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,686"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,679"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,642"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,643"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,678"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,677"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,648"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,646"
 مكة المكرمه,جده,احكام و قرارات,2026/06/13,"18,978,644"
 الشرقية,الدمام,إخلاء,2026/06/13,"18,987,787"
 الشرقية,الدمام,إخلاء,2026/06/13,"18,987,790"
 الرياض,الرياض,عام,2026/06/14,"18,989,585"
 الرياض,الرياض,احكام و قرارات,2026/06/14,"19,003,095"
 مكة المكرمه,مكة المكرمة,إخلاء,2026/06/14,"18,989,590"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2026/06/14,"19,002,890"
 مكة المكرمه,مكة المكرمة,إخلاء,2026/06/14,"19,000,309"
 مكة المكرمه,جده,أوراق تجارية,2026/06/14,"19,004,335"
 مكة المكرمه,جده,عقود,2026/06/14,"19,001,677"
 مكة المكرمه,جده,أوراق تجارية,2026/06/14,"18,989,821"
 مكة المكرمه,الطائف,احكام و قرارات,2026/06/14,"18,999,351"
 مكة المكرمه,الطائف,عقود,2026/06/14,"18,991,912"
 المدينة المنوره,المدينة المنورة,احكام و قرارات,2026/06/14,"18,990,650"
 المدينة المنوره,المدينة المنورة,احكام و قرارات,2026/06/14,"19,000,294"
 القصيم,بريده,أوراق تجارية,2026/06/14,"18,989,940"
 الشرقية,الدمام,إخلاء,2026/06/14,"19,001,663"
 عسير,ابها,عقود,2026/06/14,"18,989,339"
 عسير,ابها,عقود,2026/06/14,"18,989,407"
 عسير,ابها,أوراق تجارية,2026/06/14,"19,004,744"
 حائل,حائل,عقود,2026/06/14,"18,989,975"
 جازان,جيزان,أوراق تجارية,2026/06/14,"18,991,269"
 جازان,جيزان,أوراق تجارية,2026/06/14,"18,990,999"
 نجران,نجران,عقود,2026/06/14,"18,990,959"
 الرياض,الرياض,احكام و قرارات,2026/06/15,"19,022,345"
 الرياض,الرياض,احكام و قرارات,2026/06/15,"19,019,762"
 الرياض,الرياض,أوراق تجارية,2026/06/15,"19,024,872"
 مكة المكرمه,جده,عقود,2026/06/15,"19,020,840"
 مكة المكرمه,جده,احكام و قرارات,2026/06/15,"19,022,159"
 مكة المكرمه,جده,أوراق تجارية,2026/06/15,"19,018,822"
 مكة المكرمه,جده,احكام و قرارات,2026/06/15,"19,022,125"
 مكة المكرمه,جده,احكام و قرارات,2026/06/15,"19,022,143"
 مكة المكرمه,جده,احكام و قرارات,2026/06/15,"19,020,227"
 مكة المكرمه,جده,احكام و قرارات,2026/06/15,"19,020,226"
 مكة المكرمه,جده,احكام و قرارات,2026/06/15,"19,020,225"
 مكة المكرمه,جده,احكام و قرارات,2026/06/15,"19,020,224"
 مكة المكرمه,جده,احكام و قرارات,2026/06/15,"19,022,158"
 مكة المكرمه,جده,احكام و قرارات,2026/06/15,"19,022,126"
 الشرقية,الدمام,إخلاء,2026/06/15,"19,019,744"
 الشرقية,الدمام,إخلاء,2026/06/15,"19,019,328"
 الشرقية,الدمام,إخلاء,2026/06/15,"19,019,487"
 الشرقية,الدمام,احكام و قرارات,2026/06/15,"19,021,531"
 الشرقية,الدمام,أوراق تجارية,2026/06/15,"19,021,218"
 الشرقية,الاحساء,أوراق تجارية,2026/06/15,"19,019,288"
 الشرقية,حفر الباطن,عقود,2026/06/15,"19,010,718"
 الشرقية,حفر الباطن,أوراق تجارية,2026/06/15,"19,020,440"
 الشرقية,حفر الباطن,أوراق تجارية,2026/06/15,"19,020,691"
 حائل,حائل,أوراق تجارية,2026/06/15,"19,009,275"
 نجران,نجران,عقود,2026/06/15,"19,019,017"
 الرياض,الرياض,احكام و قرارات,2026/06/16,"19,039,870"
 الرياض,الرياض,احكام و قرارات,2026/06/16,"19,039,869"
 الرياض,الرياض,احكام و قرارات,2026/06/16,"19,039,868"
 الرياض,الرياض,احكام و قرارات,2026/06/16,"19,025,517"
 مكة المكرمه,مكة المكرمة,أوراق تجارية,2026/06/16,"19,025,574"
 مكة المكرمه,جده,احكام و قرارات,2026/06/16,"19,039,805"
 مكة المكرمه,جده,احكام و قرارات,2026/06/16,"19,037,309"
 القصيم,بريده,محاضر,2026/06/16,"19,038,026"
 القصيم,بريده,عقود,2026/06/16,"19,040,325"
 الشرقية,الدمام,مزاد,2026/06/16,"19,036,695"
 الشرقية,الدمام,مزاد,2026/06/16,"19,036,837"
 الشرقية,الدمام,احكام و قرارات,2026/06/16,"19,037,225"
 الشرقية,الدمام,احكام و قرارات,2026/06/16,"19,036,046"
 الشرقية,الدمام,أوراق تجارية,2026/06/16,"19,039,902"
 الشرقية,الدمام,احكام و قرارات,2026/06/16,"19,036,047"
 الشرقية,الدمام,احكام و قرارات,2026/06/16,"19,025,580"
 الشرقية,الدمام,أوراق تجارية,2026/06/16,"19,035,870"
 الشرقية,الدمام,أوراق تجارية,2026/06/16,"19,036,136"
 الشرقية,الدمام,إخلاء,2026/06/16,"19,041,748"
 الشرقية,الدمام,احكام و قرارات,2026/06/16,"19,041,853"
 عسير,ابها,إخلاء,2026/06/16,"19,039,743"
 تبوك,تبوك,أوراق تجارية,2026/06/16,"19,039,904"
 تبوك,تبوك,إخلاء,2026/06/16,"19,037,609"
 تبوك,تبوك,احكام و قرارات,2026/06/16,"19,038,091"
 جازان,جيزان,أوراق تجارية إلكترونية,2026/06/16,"19,029,527"
 نجران,نجران,عقود,2026/06/16,"19,037,979"
 الباحة,الباحه,عام,2026/06/16,"19,038,646"
 الرياض,الرياض,احكام و قرارات,2026/06/17,"19,049,820"
 الرياض,الرياض,أوراق تجارية,2026/06/17,"19,048,625"
 الرياض,الرياض,احكام و قرارات,2026/06/17,"19,049,947"
 مكة المكرمه,مكة المكرمة,مزاد,2026/06/17,"19,049,332"
 مكة المكرمه,مكة المكرمة,أوراق تجارية,2026/06/17,"19,048,626"
 مكة المكرمه,مكة المكرمة,عقود,2026/06/17,"19,048,854"
 مكة المكرمه,جده,أوراق تجارية,2026/06/17,"19,044,217"
 مكة المكرمه,جده,عام,2026/06/17,"19,048,458"
 مكة المكرمه,جده,احكام و قرارات,2026/06/17,"19,049,457"
 الشرقية,الدمام,احكام و قرارات,2026/06/17,"19,048,521"
 الشرقية,الدمام,احكام و قرارات,2026/06/17,"19,048,524"
 الشرقية,الدمام,احكام و قرارات,2026/06/17,"19,048,523"
 الشرقية,الدمام,احكام و قرارات,2026/06/17,"19,049,068"
 الشرقية,الدمام,احكام و قرارات,2026/06/17,"19,048,522"
 الشرقية,الدمام,احكام و قرارات,2026/06/17,"19,049,069"
 الشرقية,الدمام,أوراق تجارية,2026/06/17,"19,049,546"
 الشرقية,الدمام,إخلاء,2026/06/17,"19,042,182"
 عسير,ابها,أوراق تجارية,2026/06/17,"19,044,362"
 عسير,ابها,احكام و قرارات,2026/06/17,"19,049,687"
 عسير,ابها,إخلاء,2026/06/17,"19,050,604"
 عسير,ابها,أوراق تجارية إلكترونية,2026/06/17,"19,050,765"
 حائل,حائل,احكام و قرارات,2026/06/17,"19,051,159"
 حائل,حائل,محاضر,2026/06/17,"19,044,860"
 الجوف,سكاكا,أوراق تجارية,2026/06/17,"19,049,826"
 الباحة,الباحه,عقود,2026/06/17,"19,048,529"
 الرياض,الرياض,إخلاء,2026/06/18,"19,054,216"
 الرياض,الرياض,أوراق تجارية إلكترونية,2026/06/18,"19,055,009"
 مكة المكرمه,مكة المكرمة,أوراق تجارية,2026/06/18,"19,059,094"
 مكة المكرمه,جده,احكام و قرارات,2026/06/18,"19,054,719"
 مكة المكرمه,جده,أوراق تجارية,2026/06/18,"19,059,518"
 مكة المكرمه,الطائف,أوراق تجارية,2026/06/18,"19,058,615"
 المدينة المنوره,المدينة المنورة,عام,2026/06/18,"19,059,253"
 الشرقية,الدمام,احكام و قرارات,2026/06/18,"19,052,784"
 الشرقية,الدمام,احكام و قرارات,2026/06/18,"19,052,787"
 الشرقية,الدمام,احكام و قرارات,2026/06/18,"19,052,786"
 الشرقية,الدمام,عقود,2026/06/18,"19,052,475"
 الشرقية,الدمام,احكام و قرارات,2026/06/18,"19,059,872"
 الشرقية,الدمام,عقود,2026/06/18,"19,059,159"
 الشرقية,الدمام,إخلاء,2026/06/18,"19,059,775"
 الشرقية,الدمام,عقود,2026/06/18,"19,059,364"
 الشرقية,الدمام,عقود,2026/06/18,"19,059,699"
 الشرقية,الدمام,إخلاء,2026/06/18,"19,059,942"
 الشرقية,الدمام,أوراق تجارية,2026/06/18,"19,059,273"
 الشرقية,الدمام,عقود,2026/06/18,"19,052,476"
 الشرقية,الدمام,إخلاء,2026/06/18,"19,060,785"
 الشرقية,الدمام,احكام و قرارات,2026/06/18,"19,052,785"
 الشرقية,الدمام,إخلاء,2026/06/18,"19,060,392"
 عسير,ابها,أوراق تجارية,2026/06/18,"19,053,818"
 عسير,ابها,عقود,2026/06/18,"19,053,652"
 تبوك,تبوك,أوراق تجارية,2026/06/18,"19,059,234"
 تبوك,تبوك,أوراق تجارية إلكترونية,2026/06/18,"19,060,009"
 تبوك,تبوك,أوراق تجارية,2026/06/18,"19,059,509"
 جازان,جيزان,أوراق تجارية,2026/06/18,"19,057,997"
 الرياض,الرياض,أوراق تجارية إلكترونية,2026/06/21,"19,095,021"
 الرياض,الرياض,إخلاء,2026/06/21,"19,083,245"
 الرياض,الرياض,أوراق تجارية إلكترونية,2026/06/21,"19,091,962"
 الرياض,الرياض,أوراق تجارية إلكترونية,2026/06/21,"19,091,961"
 الرياض,الرياض,أوراق تجارية إلكترونية,2026/06/21,"19,091,960"
 الرياض,الرياض,أوراق تجارية إلكترونية,2026/06/21,"19,091,959"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2026/06/21,"19,093,382"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2026/06/21,"19,094,271"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2026/06/21,"19,093,776"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2026/06/21,"19,093,381"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2026/06/21,"19,093,385"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2026/06/21,"19,093,384"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2026/06/21,"19,093,383"
 مكة المكرمه,جده,احكام و قرارات,2026/06/21,"19,095,504"
 مكة المكرمه,جده,احكام و قرارات,2026/06/21,"19,095,536"
 مكة المكرمه,جده,احكام و قرارات,2026/06/21,"19,092,424"
 مكة المكرمه,جده,احكام و قرارات,2026/06/21,"19,094,227"
 مكة المكرمه,جده,أوراق تجارية,2026/06/21,"19,084,902"
 مكة المكرمه,جده,احكام و قرارات,2026/06/21,"19,094,226"
 مكة المكرمه,جده,احكام و قرارات,2026/06/21,"19,095,166"
 مكة المكرمه,الطائف,أوراق تجارية,2026/06/21,"19,092,770"
 الشرقية,الدمام,احكام و قرارات,2026/06/21,"19,095,077"
 الشرقية,الدمام,إخلاء,2026/06/21,"19,094,019"
 الشرقية,الدمام,أوراق تجارية,2026/06/21,"19,093,251"
 الشرقية,حفر الباطن,أوراق تجارية,2026/06/21,"19,092,567"
 عسير,ابها,عقود,2026/06/21,"19,093,476"
 عسير,ابها,أوراق تجارية,2026/06/21,"19,093,151"
 عسير,ابها,أوراق تجارية,2026/06/21,"19,081,106"
