المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,385"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,353"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,389"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,976,854"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,377"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,387"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,375"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,384"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,977,866"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,985,367"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,374"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,351"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,358"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,356"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,985,864"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,400"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,985,946"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,984,915"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,359"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,973,702"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,382"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,970,221"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,975,406"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,973,791"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,973,529"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,973,661"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,973,390"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,973,983"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,422"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,423"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,975,436"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,425"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,975,437"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,976,882"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,975,431"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,975,428"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,975,429"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,975,433"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,424"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,976,881"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,968,848"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,968,851"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,968,852"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,970,232"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,440"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,441"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,456"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,457"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,968,850"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,970,228"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,970,229"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,390"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,391"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,403"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,396"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,430"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,970,231"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,444"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,451"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,968,849"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,968,854"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,968,855"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,968,856"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,970,224"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,392"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,431"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,432"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,397"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,443"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,427"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,428"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,970,237"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,970,242"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,405"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,406"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,435"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,971,446"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,970,225"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/04/01,"35,970,226"
