المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,967,301"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,973,241"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/03,"36,012,120"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/03,"36,012,030"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/05,"36,034,482"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/06,"36,087,084"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/06,"36,080,457"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/06,"36,087,169"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/06,"36,080,587"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/06,"36,087,282"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/06,"36,080,731"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/06,"36,080,402"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/06,"36,081,037"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/07,"36,101,523"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/07,"36,114,307"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/07,"36,114,404"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/07,"36,114,415"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/07,"36,114,272"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/07,"36,098,481"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/08,"36,130,660"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/08,"36,135,248"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/08,"36,122,640"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/09,"36,161,897"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/09,"36,161,489"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/12,"36,201,957"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/13,"36,227,783"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/13,"36,226,958"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/13,"36,226,343"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/13,"36,218,527"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/14,"36,255,256"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/14,"36,235,157"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/14,"36,235,394"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/14,"36,256,160"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/15,"36,276,186"
 تبوك,تبوك,القطاع العام,خدمة إلكترونية جزئيا,2026/04/16,"36,297,655"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/17,"36,324,818"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/19,"36,363,783"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/19,"36,364,223"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/19,"36,354,184"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/20,"36,371,222"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/20,"36,370,590"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/20,"36,374,366"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/20,"36,369,605"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/21,"36,392,005"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/21,"36,392,414"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/21,"36,396,325"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/22,"36,427,258"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/22,"36,422,952"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/22,"36,422,907"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/22,"36,426,185"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/23,"36,445,849"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/23,"36,447,595"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/23,"36,445,576"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/23,"36,447,528"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/24,"36,472,039"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/25,"36,486,711"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/26,"36,497,666"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/26,"36,503,092"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/27,"36,533,148"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/28,"36,556,639"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/29,"36,585,062"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/29,"36,585,371"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/29,"36,584,918"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/29,"36,591,869"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/29,"36,579,175"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/29,"36,578,949"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/29,"36,575,556"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/29,"36,579,412"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/30,"36,603,823"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/30,"36,603,276"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/30,"36,603,681"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/30,"36,603,423"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/30,"36,608,941"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/05/01,"36,622,321"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/05/01,"36,622,163"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/05/01,"36,622,270"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/05/01,"36,622,244"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/05/01,"36,622,254"
