المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/01/12,"34,483,850"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/01/12,"34,484,052"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/01/12,"34,484,917"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/01/12,"34,484,444"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/01/14,"34,547,597"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/01/29,"34,841,686"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/02/02,"34,907,370"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/03/29,"35,901,123"
