المنطقة,المدينة,نوع السند الرئيسي,تاريخ القرار ميلادي,الرقم المرجعي
 حائل,حائل,مزاد,2026/05/12,"18,689,291"
 حائل,حائل,مزاد,2026/05/12,"18,689,292"
 حائل,حائل,مزاد,2026/05/12,"18,689,293"
 حائل,حائل,مزاد,2026/05/12,"18,689,294"
 حائل,حائل,مزاد,2026/05/12,"18,689,295"
 حائل,حائل,مزاد,2026/05/12,"18,689,296"
 حائل,حائل,مزاد,2026/05/12,"18,689,297"
 حائل,حائل,مزاد,2026/05/12,"18,689,312"
 حائل,حائل,مزاد,2026/05/12,"18,689,313"
 حائل,حائل,مزاد,2026/05/12,"18,689,314"
 حائل,حائل,مزاد,2026/05/12,"18,689,315"
 حائل,حائل,مزاد,2026/05/12,"18,689,316"
 حائل,حائل,مزاد,2026/05/12,"18,689,317"
 حائل,حائل,مزاد,2026/05/12,"18,689,318"
 حائل,حائل,مزاد,2026/05/12,"18,689,319"
 حائل,حائل,مزاد,2026/05/12,"18,689,320"
 حائل,حائل,مزاد,2026/05/12,"18,689,321"
 حائل,حائل,مزاد,2026/05/12,"18,689,322"
 حائل,حائل,مزاد,2026/05/12,"18,689,323"
 حائل,حائل,مزاد,2026/05/12,"18,689,324"
 حائل,حائل,مزاد,2026/05/12,"18,689,492"
 حائل,حائل,مزاد,2026/05/12,"18,689,493"
 حائل,حائل,مزاد,2026/05/12,"18,689,494"
 حائل,حائل,مزاد,2026/05/12,"18,689,417"
 حائل,حائل,مزاد,2026/05/12,"18,689,418"
 حائل,حائل,مزاد,2026/05/12,"18,689,419"
 حائل,حائل,مزاد,2026/05/12,"18,689,420"
 حائل,حائل,مزاد,2026/05/12,"18,689,421"
 حائل,حائل,مزاد,2026/05/12,"18,689,422"
 حائل,حائل,مزاد,2026/05/12,"18,689,423"
 حائل,حائل,مزاد,2026/05/12,"18,689,424"
 حائل,حائل,مزاد,2026/05/12,"18,689,425"
 حائل,حائل,مزاد,2026/05/12,"18,689,426"
 حائل,حائل,مزاد,2026/05/12,"18,689,427"
 حائل,حائل,مزاد,2026/05/12,"18,689,428"
 حائل,حائل,مزاد,2026/05/12,"18,689,429"
 حائل,حائل,مزاد,2026/05/12,"18,689,430"
 حائل,حائل,مزاد,2026/05/12,"18,689,475"
 حائل,حائل,مزاد,2026/05/12,"18,689,476"
 حائل,حائل,مزاد,2026/05/12,"18,689,477"
 حائل,حائل,مزاد,2026/05/12,"18,689,478"
 حائل,حائل,مزاد,2026/05/12,"18,689,479"
 حائل,حائل,مزاد,2026/05/12,"18,689,480"
 حائل,حائل,مزاد,2026/05/12,"18,689,489"
 حائل,حائل,مزاد,2026/05/12,"18,689,481"
 حائل,حائل,مزاد,2026/05/12,"18,689,354"
 حائل,حائل,مزاد,2026/05/12,"18,689,355"
 حائل,حائل,مزاد,2026/05/12,"18,689,363"
 حائل,حائل,مزاد,2026/05/12,"18,689,364"
 حائل,حائل,مزاد,2026/05/12,"18,689,365"
 حائل,حائل,مزاد,2026/05/12,"18,689,366"
 حائل,حائل,مزاد,2026/05/12,"18,689,367"
 حائل,حائل,مزاد,2026/05/12,"18,689,368"
 حائل,حائل,مزاد,2026/05/12,"18,689,369"
 حائل,حائل,مزاد,2026/05/12,"18,689,370"
 حائل,حائل,مزاد,2026/05/12,"18,689,371"
 حائل,حائل,مزاد,2026/05/12,"18,689,372"
 حائل,حائل,مزاد,2026/05/12,"18,689,373"
 حائل,حائل,مزاد,2026/05/12,"18,689,374"
 حائل,حائل,مزاد,2026/05/12,"18,689,375"
 حائل,حائل,مزاد,2026/05/12,"18,689,376"
 حائل,حائل,مزاد,2026/05/12,"18,689,377"
 حائل,حائل,مزاد,2026/05/12,"18,689,378"
 حائل,حائل,مزاد,2026/05/12,"18,689,379"
 حائل,حائل,مزاد,2026/05/12,"18,689,380"
 حائل,حائل,مزاد,2026/05/12,"18,689,381"
 حائل,حائل,مزاد,2026/05/12,"18,689,382"
 حائل,حائل,مزاد,2026/05/12,"18,689,383"
 حائل,حائل,مزاد,2026/05/12,"18,689,357"
 حائل,حائل,مزاد,2026/05/12,"18,689,358"
 حائل,حائل,مزاد,2026/05/12,"18,689,359"
 حائل,حائل,مزاد,2026/05/12,"18,689,360"
 حائل,حائل,مزاد,2026/05/12,"18,689,361"
 حائل,حائل,مزاد,2026/05/12,"18,689,362"
 حائل,حائل,مزاد,2026/05/12,"18,689,205"
 حائل,حائل,مزاد,2026/05/12,"18,689,206"
 حائل,حائل,مزاد,2026/05/12,"18,689,207"
 حائل,حائل,مزاد,2026/05/12,"18,689,208"
 حائل,حائل,مزاد,2026/05/12,"18,689,209"
 حائل,حائل,مزاد,2026/05/12,"18,689,089"
 حائل,حائل,مزاد,2026/05/12,"18,689,088"
 حائل,حائل,مزاد,2026/05/12,"18,689,087"
 حائل,حائل,مزاد,2026/05/12,"18,689,086"
 حائل,حائل,مزاد,2026/05/12,"18,689,085"
 حائل,حائل,مزاد,2026/05/12,"18,689,084"
 حائل,حائل,مزاد,2026/05/12,"18,689,083"
 حائل,حائل,مزاد,2026/05/12,"18,689,082"
 حائل,حائل,مزاد,2026/05/12,"18,689,081"
 حائل,حائل,مزاد,2026/05/12,"18,689,080"
 حائل,حائل,مزاد,2026/05/12,"18,689,079"
 حائل,حائل,مزاد,2026/05/12,"18,689,078"
 حائل,حائل,مزاد,2026/05/12,"18,689,077"
 حائل,حائل,مزاد,2026/05/12,"18,689,076"
 حائل,حائل,مزاد,2026/05/12,"18,689,075"
 حائل,حائل,مزاد,2026/05/12,"18,689,148"
 حائل,حائل,مزاد,2026/05/12,"18,689,171"
 حائل,حائل,مزاد,2026/05/12,"18,689,170"
 حائل,حائل,مزاد,2026/05/12,"18,689,169"
 حائل,حائل,مزاد,2026/05/12,"18,689,168"
 حائل,حائل,مزاد,2026/05/12,"18,689,167"
 حائل,حائل,مزاد,2026/05/12,"18,689,166"
 حائل,حائل,مزاد,2026/05/12,"18,689,165"
 حائل,حائل,مزاد,2026/05/12,"18,689,163"
 حائل,حائل,مزاد,2026/05/12,"18,689,162"
 حائل,حائل,مزاد,2026/05/12,"18,689,161"
 حائل,حائل,مزاد,2026/05/12,"18,689,160"
 حائل,حائل,مزاد,2026/05/12,"18,689,159"
 حائل,حائل,مزاد,2026/05/12,"18,689,158"
 حائل,حائل,مزاد,2026/05/12,"18,689,157"
 حائل,حائل,مزاد,2026/05/12,"18,689,156"
 حائل,حائل,مزاد,2026/05/12,"18,689,155"
 حائل,حائل,مزاد,2026/05/12,"18,689,154"
 حائل,حائل,مزاد,2026/05/12,"18,689,153"
 حائل,حائل,مزاد,2026/05/12,"18,689,152"
 حائل,حائل,مزاد,2026/05/12,"18,689,151"
 حائل,حائل,مزاد,2026/05/12,"18,689,150"
 حائل,حائل,مزاد,2026/05/12,"18,689,147"
 حائل,حائل,مزاد,2026/05/12,"18,689,146"
 حائل,حائل,مزاد,2026/05/12,"18,689,145"
 حائل,حائل,مزاد,2026/05/12,"18,689,144"
 حائل,حائل,مزاد,2026/05/12,"18,689,143"
 حائل,حائل,مزاد,2026/05/12,"18,689,142"
 حائل,حائل,مزاد,2026/05/12,"18,689,141"
 حائل,حائل,مزاد,2026/05/12,"18,689,140"
 حائل,حائل,مزاد,2026/05/12,"18,689,139"
 حائل,حائل,مزاد,2026/05/12,"18,689,138"
 حائل,حائل,مزاد,2026/05/12,"18,689,137"
 حائل,حائل,مزاد,2026/05/12,"18,689,136"
 حائل,حائل,مزاد,2026/05/12,"18,689,135"
 حائل,حائل,مزاد,2026/05/12,"18,689,067"
 حائل,حائل,مزاد,2026/05/12,"18,689,066"
 حائل,حائل,مزاد,2026/05/12,"18,689,065"
 حائل,حائل,مزاد,2026/05/12,"18,689,064"
 حائل,حائل,مزاد,2026/05/12,"18,689,063"
 حائل,حائل,مزاد,2026/05/12,"18,689,062"
 حائل,حائل,مزاد,2026/05/12,"18,689,061"
 حائل,حائل,مزاد,2026/05/12,"18,689,060"
 حائل,حائل,مزاد,2026/05/12,"18,689,059"
 حائل,حائل,مزاد,2026/05/12,"18,689,058"
 حائل,حائل,مزاد,2026/05/12,"18,689,057"
 حائل,حائل,مزاد,2026/05/12,"18,689,056"
 حائل,حائل,مزاد,2026/05/12,"18,689,119"
 حائل,حائل,مزاد,2026/05/12,"18,689,118"
 حائل,حائل,مزاد,2026/05/12,"18,689,117"
 حائل,حائل,مزاد,2026/05/12,"18,689,116"
 حائل,حائل,مزاد,2026/05/12,"18,689,115"
 حائل,حائل,مزاد,2026/05/12,"18,689,114"
 حائل,حائل,مزاد,2026/05/12,"18,689,113"
 حائل,حائل,مزاد,2026/05/12,"18,689,112"
 حائل,حائل,مزاد,2026/05/12,"18,689,111"
 حائل,حائل,مزاد,2026/05/12,"18,689,110"
 حائل,حائل,مزاد,2026/05/12,"18,689,109"
 حائل,حائل,مزاد,2026/05/12,"18,689,108"
 حائل,حائل,مزاد,2026/05/12,"18,689,107"
 حائل,حائل,مزاد,2026/05/12,"18,689,106"
 حائل,حائل,مزاد,2026/05/12,"18,689,105"
 حائل,حائل,مزاد,2026/05/12,"18,689,104"
 حائل,حائل,مزاد,2026/05/12,"18,689,103"
 حائل,حائل,مزاد,2026/05/12,"18,689,102"
 حائل,حائل,مزاد,2026/05/12,"18,689,101"
 حائل,حائل,مزاد,2026/05/12,"18,689,100"
 حائل,حائل,مزاد,2026/05/12,"18,689,096"
 حائل,حائل,مزاد,2026/05/12,"18,689,095"
 حائل,حائل,مزاد,2026/05/12,"18,689,094"
 حائل,حائل,مزاد,2026/05/12,"18,689,093"
 حائل,حائل,مزاد,2026/05/12,"18,689,092"
 حائل,حائل,مزاد,2026/05/12,"18,689,091"
 حائل,حائل,مزاد,2026/05/12,"18,689,090"
 حائل,حائل,مزاد,2026/05/12,"18,689,203"
 حائل,حائل,مزاد,2026/05/12,"18,689,202"
 حائل,حائل,مزاد,2026/05/12,"18,689,201"
 حائل,حائل,مزاد,2026/05/12,"18,689,200"
 حائل,حائل,مزاد,2026/05/12,"18,689,199"
 حائل,حائل,مزاد,2026/05/12,"18,689,262"
 حائل,حائل,مزاد,2026/05/12,"18,689,247"
 حائل,حائل,مزاد,2026/05/12,"18,689,246"
 حائل,حائل,مزاد,2026/05/12,"18,689,245"
 حائل,حائل,مزاد,2026/05/12,"18,689,244"
 حائل,حائل,مزاد,2026/05/12,"18,689,243"
 حائل,حائل,مزاد,2026/05/12,"18,689,242"
 حائل,حائل,مزاد,2026/05/12,"18,689,241"
 حائل,حائل,مزاد,2026/05/12,"18,689,240"
 حائل,حائل,مزاد,2026/05/12,"18,689,239"
 حائل,حائل,مزاد,2026/05/12,"18,689,238"
 حائل,حائل,مزاد,2026/05/12,"18,689,237"
 حائل,حائل,مزاد,2026/05/12,"18,689,236"
 حائل,حائل,مزاد,2026/05/12,"18,689,235"
 حائل,حائل,مزاد,2026/05/12,"18,689,234"
 حائل,حائل,مزاد,2026/05/12,"18,689,225"
 حائل,حائل,مزاد,2026/05/12,"18,689,224"
 حائل,حائل,مزاد,2026/05/12,"18,689,223"
 حائل,حائل,مزاد,2026/05/12,"18,689,222"
 حائل,حائل,مزاد,2026/05/12,"18,689,356"
 حائل,حائل,مزاد,2026/05/12,"18,689,334"
 حائل,حائل,مزاد,2026/05/12,"18,689,333"
 حائل,حائل,مزاد,2026/05/12,"18,689,332"
 حائل,حائل,مزاد,2026/05/12,"18,689,331"
 حائل,حائل,مزاد,2026/05/12,"18,689,330"
 حائل,حائل,مزاد,2026/05/12,"18,689,329"
 حائل,حائل,مزاد,2026/05/12,"18,689,328"
 حائل,حائل,مزاد,2026/05/12,"18,689,311"
 حائل,حائل,مزاد,2026/05/12,"18,689,310"
 حائل,حائل,مزاد,2026/05/12,"18,689,309"
 حائل,حائل,مزاد,2026/05/12,"18,689,308"
 حائل,حائل,مزاد,2026/05/12,"18,689,307"
 حائل,حائل,مزاد,2026/05/12,"18,689,306"
 حائل,حائل,مزاد,2026/05/12,"18,689,305"
 حائل,حائل,مزاد,2026/05/12,"18,689,304"
 حائل,حائل,مزاد,2026/05/12,"18,689,303"
 حائل,حائل,مزاد,2026/05/12,"18,689,302"
 حائل,حائل,مزاد,2026/05/12,"18,689,301"
 حائل,حائل,مزاد,2026/05/12,"18,689,300"
 حائل,حائل,مزاد,2026/05/12,"18,689,299"
 حائل,حائل,مزاد,2026/05/12,"18,689,298"
 حائل,حائل,مزاد,2026/05/12,"18,689,289"
 حائل,حائل,مزاد,2026/05/12,"18,689,288"
 حائل,حائل,مزاد,2026/05/12,"18,689,132"
 حائل,حائل,مزاد,2026/05/12,"18,689,131"
 حائل,حائل,مزاد,2026/05/12,"18,689,133"
 حائل,حائل,مزاد,2026/05/12,"18,689,130"
 حائل,حائل,مزاد,2026/05/12,"18,689,129"
 حائل,حائل,مزاد,2026/05/12,"18,689,128"
 حائل,حائل,مزاد,2026/05/12,"18,689,127"
 حائل,حائل,مزاد,2026/05/12,"18,689,126"
 حائل,حائل,مزاد,2026/05/12,"18,689,204"
 حائل,حائل,مزاد,2026/05/12,"18,689,125"
 حائل,حائل,مزاد,2026/05/12,"18,689,124"
 حائل,حائل,مزاد,2026/05/12,"18,689,123"
 حائل,حائل,مزاد,2026/05/12,"18,689,134"
 حائل,حائل,مزاد,2026/05/12,"18,689,220"
 حائل,حائل,مزاد,2026/05/12,"18,689,221"
 حائل,حائل,مزاد,2026/05/12,"18,689,352"
 حائل,حائل,مزاد,2026/05/12,"18,689,122"
 جازان,جيزان,مزاد,2026/05/12,"18,695,466"
 نجران,نجران,مزاد,2026/05/12,"18,700,994"
 نجران,نجران,مزاد,2026/05/12,"18,697,756"
 الرياض,الرياض,مزاد,2026/05/13,"18,710,811"
 الرياض,الرياض,مزاد,2026/05/13,"18,713,649"
 مكة المكرمه,مكة المكرمة,مزاد,2026/05/13,"18,709,369"
 مكة المكرمه,مكة المكرمة,مزاد,2026/05/13,"18,709,370"
 مكة المكرمه,مكة المكرمة,مزاد,2026/05/13,"18,709,371"
 مكة المكرمه,مكة المكرمة,مزاد,2026/05/13,"18,711,784"
 مكة المكرمه,مكة المكرمة,مزاد,2026/05/13,"18,711,783"
 مكة المكرمه,مكة المكرمة,مزاد,2026/05/13,"18,705,297"
 مكة المكرمه,مكة المكرمة,مزاد,2026/05/13,"18,711,785"
 مكة المكرمه,مكة المكرمة,مزاد,2026/05/13,"18,711,787"
 مكة المكرمه,مكة المكرمة,مزاد,2026/05/13,"18,711,786"
 مكة المكرمه,جده,مزاد,2026/05/13,"18,704,219"
 المدينة المنوره,المدينة المنورة,مزاد,2026/05/13,"18,709,995"
 المدينة المنوره,المدينة المنورة,مزاد,2026/05/13,"18,712,108"
 المدينة المنوره,المدينة المنورة,مزاد,2026/05/13,"18,710,643"
 المدينة المنوره,المدينة المنورة,مزاد,2026/05/13,"18,712,109"
 القصيم,بريده,مزاد,2026/05/13,"18,703,131"
 القصيم,بريده,مزاد,2026/05/13,"18,703,143"
 القصيم,بريده,مزاد,2026/05/13,"18,703,256"
 القصيم,بريده,مزاد,2026/05/13,"18,703,117"
 القصيم,بريده,مزاد,2026/05/13,"18,703,114"
 القصيم,بريده,مزاد,2026/05/13,"18,703,113"
 القصيم,بريده,مزاد,2026/05/13,"18,703,111"
 القصيم,بريده,مزاد,2026/05/13,"18,703,110"
 القصيم,بريده,مزاد,2026/05/13,"18,703,108"
 القصيم,بريده,مزاد,2026/05/13,"18,703,107"
 القصيم,بريده,مزاد,2026/05/13,"18,703,106"
 القصيم,بريده,مزاد,2026/05/13,"18,703,112"
 القصيم,بريده,مزاد,2026/05/13,"18,703,109"
 القصيم,بريده,مزاد,2026/05/13,"18,703,116"
 القصيم,بريده,مزاد,2026/05/13,"18,705,237"
 الشرقية,الدمام,مزاد,2026/05/13,"18,711,834"
 الشرقية,الاحساء,مزاد,2026/05/13,"18,705,512"
 تبوك,تبوك,مزاد,2026/05/13,"18,710,258"
 تبوك,تبوك,مزاد,2026/05/13,"18,710,327"
 حائل,حائل,مزاد,2026/05/13,"18,710,419"
 حائل,حائل,مزاد,2026/05/13,"18,710,418"
 حائل,حائل,مزاد,2026/05/13,"18,710,417"
 حائل,حائل,مزاد,2026/05/13,"18,710,443"
 حائل,حائل,مزاد,2026/05/13,"18,710,442"
 حائل,حائل,مزاد,2026/05/13,"18,710,441"
 حائل,حائل,مزاد,2026/05/13,"18,710,440"
 حائل,حائل,مزاد,2026/05/13,"18,710,439"
 حائل,حائل,مزاد,2026/05/13,"18,710,438"
 حائل,حائل,مزاد,2026/05/13,"18,710,444"
 حائل,حائل,مزاد,2026/05/13,"18,710,423"
 حائل,حائل,مزاد,2026/05/13,"18,710,422"
 حائل,حائل,مزاد,2026/05/13,"18,710,421"
 حائل,حائل,مزاد,2026/05/13,"18,709,843"
 حائل,حائل,مزاد,2026/05/13,"18,709,842"
 حائل,حائل,مزاد,2026/05/13,"18,709,841"
 حائل,حائل,مزاد,2026/05/13,"18,709,840"
 حائل,حائل,مزاد,2026/05/13,"18,709,839"
 حائل,حائل,مزاد,2026/05/13,"18,709,868"
 حائل,حائل,مزاد,2026/05/13,"18,709,867"
 حائل,حائل,مزاد,2026/05/13,"18,709,866"
 حائل,حائل,مزاد,2026/05/13,"18,709,865"
 حائل,حائل,مزاد,2026/05/13,"18,709,864"
 حائل,حائل,مزاد,2026/05/13,"18,709,863"
 حائل,حائل,مزاد,2026/05/13,"18,709,862"
 حائل,حائل,مزاد,2026/05/13,"18,709,861"
 حائل,حائل,مزاد,2026/05/13,"18,709,860"
 حائل,حائل,مزاد,2026/05/13,"18,709,859"
 حائل,حائل,مزاد,2026/05/13,"18,709,858"
 حائل,حائل,مزاد,2026/05/13,"18,709,837"
 حائل,حائل,مزاد,2026/05/13,"18,709,836"
 حائل,حائل,مزاد,2026/05/13,"18,709,835"
 حائل,حائل,مزاد,2026/05/13,"18,709,834"
 حائل,حائل,مزاد,2026/05/13,"18,709,833"
 حائل,حائل,مزاد,2026/05/13,"18,709,838"
 حائل,حائل,مزاد,2026/05/13,"18,710,420"
 حائل,حائل,مزاد,2026/05/13,"18,710,030"
 الرياض,الرياض,مزاد,2026/05/14,"18,717,014"
 الرياض,الرياض,مزاد,2026/05/14,"18,721,890"
 الرياض,الرياض,مزاد,2026/05/14,"18,722,088"
 الرياض,الرياض,مزاد,2026/05/14,"18,722,438"
 مكة المكرمه,مكة المكرمة,مزاد,2026/05/14,"18,724,151"
 مكة المكرمه,جده,مزاد,2026/05/14,"18,722,328"
 مكة المكرمه,جده,مزاد,2026/05/14,"18,714,271"
 القصيم,بريده,مزاد,2026/05/14,"18,720,808"
 الشرقية,الدمام,مزاد,2026/05/14,"18,716,582"
 عسير,ابها,مزاد,2026/05/14,"18,724,152"
 عسير,ابها,مزاد,2026/05/14,"18,724,066"
 حائل,حائل,مزاد,2026/05/14,"18,715,981"
 حائل,حائل,مزاد,2026/05/14,"18,722,890"
 حائل,حائل,مزاد,2026/05/14,"18,716,275"
 جازان,جيزان,مزاد,2026/05/14,"18,716,504"
 جازان,جيزان,مزاد,2026/05/14,"18,715,496"
 جازان,جيزان,مزاد,2026/05/14,"18,717,069"
 جازان,جيزان,مزاد,2026/05/14,"18,717,355"
 الرياض,الرياض,مزاد,2026/05/15,"18,731,705"
 القصيم,بريده,مزاد,2026/05/15,"18,732,316"
 الرياض,الرياض,مزاد,2026/05/16,"18,740,785"
 الرياض,الرياض,مزاد,2026/05/17,"18,757,298"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,730"
 الرياض,الرياض,مزاد,2026/05/17,"18,757,411"
 الرياض,الرياض,مزاد,2026/05/17,"18,759,235"
 الرياض,الرياض,مزاد,2026/05/17,"18,759,236"
 الرياض,الرياض,مزاد,2026/05/17,"18,741,963"
 الرياض,الرياض,مزاد,2026/05/17,"18,741,968"
 الرياض,الرياض,مزاد,2026/05/17,"18,741,967"
 الرياض,الرياض,مزاد,2026/05/17,"18,741,964"
 الرياض,الرياض,مزاد,2026/05/17,"18,741,966"
 الرياض,الرياض,مزاد,2026/05/17,"18,741,989"
 الرياض,الرياض,مزاد,2026/05/17,"18,741,988"
 الرياض,الرياض,مزاد,2026/05/17,"18,741,987"
 الرياض,الرياض,مزاد,2026/05/17,"18,741,986"
 الرياض,الرياض,مزاد,2026/05/17,"18,741,985"
 الرياض,الرياض,مزاد,2026/05/17,"18,741,993"
 الرياض,الرياض,مزاد,2026/05/17,"18,741,992"
 الرياض,الرياض,مزاد,2026/05/17,"18,741,991"
 الرياض,الرياض,مزاد,2026/05/17,"18,757,230"
 الرياض,الرياض,مزاد,2026/05/17,"18,759,229"
 الرياض,الرياض,مزاد,2026/05/17,"18,759,238"
 الرياض,الرياض,مزاد,2026/05/17,"18,759,233"
 الرياض,الرياض,مزاد,2026/05/17,"18,759,227"
 الرياض,الرياض,مزاد,2026/05/17,"18,759,228"
 الرياض,الرياض,مزاد,2026/05/17,"18,759,230"
 الرياض,الرياض,مزاد,2026/05/17,"18,759,231"
 الرياض,الرياض,مزاد,2026/05/17,"18,759,232"
 الرياض,الرياض,مزاد,2026/05/17,"18,759,234"
 الرياض,الرياض,مزاد,2026/05/17,"18,759,237"
 الرياض,الرياض,مزاد,2026/05/17,"18,759,244"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,949"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,950"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,951"
 الرياض,الرياض,مزاد,2026/05/17,"18,757,412"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,952"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,953"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,954"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,955"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,956"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,957"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,948"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,958"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,959"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,960"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,961"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,962"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,963"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,964"
 الرياض,الرياض,مزاد,2026/05/17,"18,741,965"
 الرياض,الرياض,مزاد,2026/05/17,"18,741,990"
 الرياض,الرياض,مزاد,2026/05/17,"18,754,414"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,947"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,970"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,969"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,968"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,965"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,966"
 الرياض,الرياض,مزاد,2026/05/17,"18,758,967"
 مكة المكرمه,مكة المكرمة,مزاد,2026/05/17,"18,754,886"
 مكة المكرمه,مكة المكرمة,مزاد,2026/05/17,"18,754,885"
 مكة المكرمه,مكة المكرمة,مزاد,2026/05/17,"18,754,884"
 مكة المكرمه,مكة المكرمة,مزاد,2026/05/17,"18,754,883"
 مكة المكرمه,مكة المكرمة,مزاد,2026/05/17,"18,755,995"
 مكة المكرمه,جده,مزاد,2026/05/17,"18,754,422"
 مكة المكرمه,الطائف,مزاد,2026/05/17,"18,759,713"
 المدينة المنوره,المدينة المنورة,مزاد,2026/05/17,"18,742,874"
 المدينة المنوره,المدينة المنورة,مزاد,2026/05/17,"18,755,259"
 القصيم,بريده,مزاد,2026/05/17,"18,743,065"
 الشرقية,الدمام,مزاد,2026/05/17,"18,752,848"
 الباحة,الباحه,مزاد,2026/05/17,"18,760,339"
 الباحة,الباحه,مزاد,2026/05/17,"18,759,858"
 الباحة,الباحه,مزاد,2026/05/17,"18,759,857"
 الباحة,الباحه,مزاد,2026/05/17,"18,759,856"
 الباحة,الباحه,مزاد,2026/05/17,"18,759,855"
 الباحة,الباحه,مزاد,2026/05/17,"18,760,337"
 الباحة,الباحه,مزاد,2026/05/17,"18,760,338"
 الرياض,الرياض,مزاد,2026/05/18,"18,777,448"
 الرياض,الرياض,مزاد,2026/05/18,"18,776,962"
 مكة المكرمه,مكة المكرمة,مزاد,2026/05/18,"18,762,016"
 مكة المكرمه,مكة المكرمة,مزاد,2026/05/18,"18,776,633"
 مكة المكرمه,جده,مزاد,2026/05/18,"18,771,497"
 مكة المكرمه,جده,مزاد,2026/05/18,"18,763,578"
 مكة المكرمه,الطائف,مزاد,2026/05/18,"18,772,642"
 المدينة المنوره,المدينة المنورة,مزاد,2026/05/18,"18,775,746"
 القصيم,بريده,مزاد,2026/05/18,"18,761,843"
 القصيم,بريده,مزاد,2026/05/18,"18,777,295"
 القصيم,بريده,مزاد,2026/05/18,"18,761,066"
 القصيم,بريده,مزاد,2026/05/18,"18,777,296"
 القصيم,بريده,مزاد,2026/05/18,"18,777,294"
 القصيم,بريده,مزاد,2026/05/18,"18,772,870"
 الشرقية,الدمام,مزاد,2026/05/18,"18,773,747"
 الشرقية,الدمام,مزاد,2026/05/18,"18,773,748"
 الشرقية,الدمام,مزاد,2026/05/18,"18,772,781"
 الشرقية,الدمام,مزاد,2026/05/18,"18,771,933"
 الشرقية,الدمام,مزاد,2026/05/18,"18,761,247"
 عسير,ابها,مزاد,2026/05/18,"18,761,318"
 عسير,ابها,مزاد,2026/05/18,"18,776,631"
 عسير,ابها,مزاد,2026/05/18,"18,761,399"
 عسير,ابها,مزاد,2026/05/18,"18,775,343"
 تبوك,تبوك,مزاد,2026/05/18,"18,772,219"
 تبوك,تبوك,مزاد,2026/05/18,"18,771,205"
 حائل,حائل,مزاد,2026/05/18,"18,763,629"
 حائل,حائل,مزاد,2026/05/18,"18,763,679"
 الجوف,سكاكا,مزاد,2026/05/18,"18,771,782"
 الرياض,الرياض,مزاد,2026/05/19,"18,794,418"
 الرياض,الرياض,مزاد,2026/05/19,"18,792,700"
 الرياض,الرياض,مزاد,2026/05/19,"18,791,418"
 مكة المكرمه,جده,مزاد,2026/05/19,"18,791,576"
 مكة المكرمه,جده,مزاد,2026/05/19,"18,791,409"
 مكة المكرمه,جده,مزاد,2026/05/19,"18,788,801"
 مكة المكرمه,جده,مزاد,2026/05/19,"18,788,591"
 مكة المكرمه,جده,مزاد,2026/05/19,"18,791,410"
 مكة المكرمه,الطائف,مزاد,2026/05/19,"18,791,381"
 الشرقية,الدمام,مزاد,2026/05/19,"18,790,168"
 الشرقية,الدمام,مزاد,2026/05/19,"18,789,498"
 الشرقية,الدمام,مزاد,2026/05/19,"18,789,837"
 الشرقية,الاحساء,مزاد,2026/05/19,"18,789,759"
 الشرقية,الاحساء,مزاد,2026/05/19,"18,789,786"
 الشرقية,الاحساء,مزاد,2026/05/19,"18,789,771"
 عسير,ابها,مزاد,2026/05/19,"18,795,095"
 عسير,ابها,مزاد,2026/05/19,"18,787,981"
 عسير,ابها,مزاد,2026/05/19,"18,790,640"
 عسير,ابها,مزاد,2026/05/19,"18,788,100"
 عسير,ابها,مزاد,2026/05/19,"18,790,718"
 حائل,حائل,مزاد,2026/05/19,"18,780,837"
 حائل,حائل,مزاد,2026/05/19,"18,780,836"
 حائل,حائل,مزاد,2026/05/19,"18,780,835"
 حائل,حائل,مزاد,2026/05/19,"18,780,834"
 حائل,حائل,مزاد,2026/05/19,"18,780,833"
 حائل,حائل,مزاد,2026/05/19,"18,780,832"
 حائل,حائل,مزاد,2026/05/19,"18,780,831"
 حائل,حائل,مزاد,2026/05/19,"18,780,830"
 حائل,حائل,مزاد,2026/05/19,"18,780,829"
