المنطقة,المدينة,نوع السند الرئيسي,تاريخ القرار ميلادي,الرقم المرجعي
 الرياض,الرياض,مزاد,2025/10/01,"16,377,871"
 الرياض,الرياض,قسمة تركة,2025/10/01,"16,385,143"
 الرياض,الرياض,قسمة تركة,2025/10/01,"16,385,145"
 مكة المكرمه,مكة المكرمة,مزاد,2025/10/01,"16,377,869"
 مكة المكرمه,جده,قسمة تركة,2025/10/01,"16,385,146"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/01,"16,385,147"
 المدينة المنوره,المدينة المنورة,مزاد,2025/10/01,"16,385,142"
 تبوك,تبوك,قسمة تركة,2025/10/01,"16,385,149"
 حائل,حائل,قسمة تركة,2025/10/01,"16,385,144"
 الرياض,الرياض,قسمة تركة,2025/10/02,"16,389,495"
 مكة المكرمه,جده,قسمة تركة,2025/10/02,"16,391,848"
 الرياض,الرياض,قسمة تركة,2025/10/05,"16,415,627"
 الرياض,الرياض,قسمة تركة,2025/10/05,"16,412,439"
 مكة المكرمه,جده,أوراق تجارية,2025/10/05,"16,414,900"
 الرياض,الرياض,أوراق تجارية,2025/10/06,"16,427,414"
 الرياض,الرياض,قسمة تركة,2025/10/06,"16,426,403"
 الرياض,الرياض,قسمة تركة,2025/10/06,"16,422,833"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/06,"16,426,408"
 مكة المكرمه,مكة المكرمة,احكام و قرارات,2025/10/06,"16,427,407"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/06,"16,427,311"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/06,"16,427,312"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/06,"16,426,401"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/06,"16,427,400"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/06,"16,427,403"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/06,"16,427,406"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/06,"16,426,405"
 مكة المكرمه,جده,قسمة تركة,2025/10/06,"16,427,313"
 مكة المكرمه,جده,قسمة تركة,2025/10/06,"16,426,407"
 مكة المكرمه,جده,قسمة تركة,2025/10/06,"16,427,314"
 القصيم,بريده,قسمة تركة,2025/10/06,"16,427,315"
 القصيم,بريده,قسمة تركة,2025/10/06,"16,427,410"
 القصيم,بريده,قسمة تركة,2025/10/06,"16,427,411"
 القصيم,بريده,قسمة تركة,2025/10/06,"16,427,316"
 القصيم,بريده,قسمة تركة,2025/10/06,"16,426,402"
 الشرقية,الدمام,قسمة تركة,2025/10/06,"16,423,299"
 تبوك,تبوك,قسمة تركة,2025/10/06,"16,425,489"
 الحدود الشمالية,عرعر,قسمة تركة,2025/10/06,"16,426,404"
 الرياض,الرياض,مزاد,2025/10/07,"16,436,764"
 الرياض,الرياض,قسمة تركة,2025/10/07,"16,435,515"
 الرياض,الرياض,أوراق تجارية,2025/10/07,"16,436,765"
 الرياض,الرياض,قسمة تركة,2025/10/07,"16,435,512"
 الرياض,الرياض,قسمة تركة,2025/10/07,"16,434,397"
 الرياض,الرياض,قسمة تركة,2025/10/07,"16,432,493"
 الرياض,الرياض,مزاد,2025/10/07,"16,435,522"
 الرياض,الرياض,مزاد,2025/10/07,"16,435,514"
 الرياض,الرياض,قسمة تركة,2025/10/07,"16,438,733"
 الرياض,الرياض,قسمة تركة,2025/10/07,"16,434,402"
 الرياض,الرياض,قسمة تركة,2025/10/07,"16,432,420"
 الرياض,الرياض,قسمة تركة,2025/10/07,"16,432,553"
 الرياض,الرياض,قسمة تركة,2025/10/07,"16,432,413"
 الرياض,الرياض,قسمة تركة,2025/10/07,"16,432,421"
 الرياض,الرياض,قسمة تركة,2025/10/07,"16,432,536"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/07,"16,434,398"
 مكة المكرمه,جده,احكام و قرارات,2025/10/07,"16,435,519"
 مكة المكرمه,جده,قسمة تركة,2025/10/07,"16,435,518"
 مكة المكرمه,جده,مزاد,2025/10/07,"16,428,425"
 مكة المكرمه,جده,احكام و قرارات,2025/10/07,"16,435,524"
 الشرقية,الدمام,قسمة تركة,2025/10/07,"16,435,521"
 الشرقية,الدمام,قسمة تركة,2025/10/07,"16,435,513"
 الشرقية,الدمام,قسمة تركة,2025/10/07,"16,434,405"
 الشرقية,الاحساء,قسمة تركة,2025/10/07,"16,435,520"
 الشرقية,حفر الباطن,قسمة تركة,2025/10/07,"16,435,523"
 الشرقية,حفر الباطن,قسمة تركة,2025/10/07,"16,435,511"
 عسير,ابها,أوراق تجارية إلكترونية,2025/10/07,"16,432,414"
 عسير,ابها,مزاد,2025/10/07,"16,432,417"
 عسير,ابها,قسمة تركة,2025/10/07,"16,432,593"
 تبوك,تبوك,قسمة تركة,2025/10/07,"16,440,450"
 حائل,حائل,قسمة تركة,2025/10/07,"16,432,429"
 حائل,حائل,قسمة تركة,2025/10/07,"16,432,592"
 الحدود الشمالية,عرعر,قسمة تركة,2025/10/07,"16,432,419"
 الحدود الشمالية,عرعر,قسمة تركة,2025/10/07,"16,434,396"
 الرياض,الرياض,قسمة تركة,2025/10/12,"16,478,850"
 الرياض,الرياض,قسمة تركة,2025/10/12,"16,478,846"
 الرياض,الرياض,مزاد,2025/10/12,"16,480,870"
 مكة المكرمه,مكة المكرمة,مزاد,2025/10/12,"16,478,852"
 مكة المكرمه,مكة المكرمة,مزاد,2025/10/12,"16,478,851"
 مكة المكرمه,جده,مزاد,2025/10/12,"16,478,849"
 مكة المكرمه,جده,قسمة تركة,2025/10/12,"16,478,845"
 مكة المكرمه,جده,قسمة تركة,2025/10/12,"16,478,843"
 مكة المكرمه,الطائف,مزاد,2025/10/12,"16,478,847"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/12,"16,480,867"
 المدينة المنوره,المدينة المنورة,مزاد,2025/10/12,"16,480,864"
 المدينة المنوره,المدينة المنورة,مزاد,2025/10/12,"16,478,231"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/12,"16,478,844"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/12,"16,478,848"
 المدينة المنوره,المدينة المنورة,مزاد,2025/10/12,"16,478,855"
 القصيم,بريده,قسمة تركة,2025/10/12,"16,478,233"
 الشرقية,الدمام,قسمة تركة,2025/10/12,"16,480,869"
 الشرقية,حفر الباطن,قسمة تركة,2025/10/12,"16,480,865"
 الشرقية,حفر الباطن,مزاد,2025/10/12,"16,478,842"
 الشرقية,حفر الباطن,قسمة تركة,2025/10/12,"16,480,868"
 القصيم,بريده,قسمة تركة,2025/10/13,"16,483,706"
 الشرقية,الدمام,قسمة تركة,2025/10/13,"16,492,762"
 الشرقية,الدمام,قسمة تركة,2025/10/13,"16,490,669"
 الرياض,الرياض,قسمة تركة,2025/10/14,"16,509,760"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/14,"16,506,479"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/14,"16,506,476"
 مكة المكرمه,جده,احكام و قرارات,2025/10/14,"16,504,603"
 القصيم,بريده,قسمة تركة,2025/10/14,"16,497,830"
 الشرقية,الدمام,اخلاء,2025/10/14,"16,509,127"
 الشرقية,الاحساء,قسمة تركة,2025/10/14,"16,508,690"
 الشرقية,حفر الباطن,مزاد,2025/10/14,"16,499,607"
 تبوك,تبوك,قسمة تركة,2025/10/14,"16,509,293"
 الرياض,الرياض,اخلاء,2025/10/15,"16,517,331"
 الرياض,الرياض,قسمة تركة,2025/10/15,"16,519,572"
 الرياض,الرياض,قسمة تركة,2025/10/15,"16,517,337"
 الرياض,الرياض,قسمة تركة,2025/10/15,"16,517,591"
 الرياض,الرياض,اخلاء,2025/10/15,"16,517,332"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/15,"16,517,334"
 مكة المكرمه,جده,قسمة تركة,2025/10/15,"16,517,328"
 مكة المكرمه,جده,قسمة تركة,2025/10/15,"16,517,333"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/15,"16,517,338"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/15,"16,517,329"
 القصيم,بريده,قسمة تركة,2025/10/15,"16,517,335"
 الشرقية,الدمام,مزاد,2025/10/15,"16,517,330"
 الجوف,سكاكا,قسمة تركة,2025/10/15,"16,517,894"
 الجوف,سكاكا,قسمة تركة,2025/10/15,"16,517,057"
 الرياض,الرياض,قسمة تركة,2025/10/16,"16,526,255"
 الرياض,الرياض,مزاد,2025/10/16,"16,528,132"
 الرياض,الرياض,مزاد,2025/10/16,"16,528,114"
 الرياض,الرياض,مزاد,2025/10/16,"16,528,108"
 الرياض,الرياض,مزاد,2025/10/16,"16,527,986"
 الرياض,الرياض,أوراق تجارية,2025/10/16,"16,528,130"
 الرياض,الرياض,مزاد,2025/10/16,"16,528,073"
 الرياض,الرياض,قسمة تركة,2025/10/16,"16,528,120"
 الرياض,الرياض,قسمة تركة,2025/10/16,"16,528,127"
 الرياض,الرياض,احكام و قرارات,2025/10/16,"16,526,595"
 الرياض,الرياض,مزاد,2025/10/16,"16,526,273"
 الرياض,الرياض,أوراق تجارية,2025/10/16,"16,528,113"
 الرياض,الرياض,قسمة تركة,2025/10/16,"16,526,253"
 الرياض,الرياض,قسمة تركة,2025/10/16,"16,528,111"
 الرياض,الرياض,قسمة تركة,2025/10/16,"16,528,126"
 الرياض,الرياض,قسمة تركة,2025/10/16,"16,526,241"
 الرياض,الرياض,قسمة تركة,2025/10/16,"16,526,260"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/16,"16,527,513"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/16,"16,526,274"
 مكة المكرمه,مكة المكرمة,مزاد,2025/10/16,"16,526,265"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/16,"16,528,062"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/16,"16,526,086"
 مكة المكرمه,مكة المكرمة,مزاد,2025/10/16,"16,526,269"
 مكة المكرمه,مكة المكرمة,مزاد,2025/10/16,"16,526,999"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/16,"16,526,263"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/16,"16,526,248"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/16,"16,526,276"
 مكة المكرمه,جده,قسمة تركة,2025/10/16,"16,528,125"
 مكة المكرمه,جده,قسمة تركة,2025/10/16,"16,528,068"
 مكة المكرمه,جده,قسمة تركة,2025/10/16,"16,526,257"
 مكة المكرمه,جده,احكام و قرارات,2025/10/16,"16,527,512"
 مكة المكرمه,جده,مزاد,2025/10/16,"16,526,259"
 مكة المكرمه,جده,احكام و قرارات,2025/10/16,"16,528,076"
 مكة المكرمه,جده,قسمة تركة,2025/10/16,"16,526,246"
 مكة المكرمه,جده,قسمة تركة,2025/10/16,"16,528,135"
 مكة المكرمه,جده,أوراق تجارية,2025/10/16,"16,528,063"
 مكة المكرمه,جده,مزاد,2025/10/16,"16,526,085"
 مكة المكرمه,جده,قسمة تركة,2025/10/16,"16,526,242"
 مكة المكرمه,جده,قسمة تركة,2025/10/16,"16,528,070"
 مكة المكرمه,جده,أوراق تجارية,2025/10/16,"16,528,067"
 مكة المكرمه,جده,مزاد,2025/10/16,"16,528,134"
 مكة المكرمه,جده,أوراق تجارية,2025/10/16,"16,528,061"
 مكة المكرمه,جده,مزاد,2025/10/16,"16,526,256"
 مكة المكرمه,جده,قسمة تركة,2025/10/16,"16,526,261"
 مكة المكرمه,جده,قسمة تركة,2025/10/16,"16,528,121"
 مكة المكرمه,جده,قسمة تركة,2025/10/16,"16,528,071"
 مكة المكرمه,جده,قسمة تركة,2025/10/16,"16,528,065"
 مكة المكرمه,الطائف,قسمة تركة,2025/10/16,"16,528,124"
 مكة المكرمه,الطائف,قسمة تركة,2025/10/16,"16,528,069"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/16,"16,528,072"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/16,"16,526,596"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/16,"16,526,240"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/16,"16,528,109"
 المدينة المنوره,المدينة المنورة,مزاد,2025/10/16,"16,526,243"
 القصيم,بريده,قسمة تركة,2025/10/16,"16,520,531"
 القصيم,بريده,قسمة تركة,2025/10/16,"16,528,133"
 القصيم,بريده,قسمة تركة,2025/10/16,"16,524,867"
 القصيم,بريده,قسمة تركة,2025/10/16,"16,526,279"
 القصيم,بريده,قسمة تركة,2025/10/16,"16,526,992"
 القصيم,بريده,قسمة تركة,2025/10/16,"16,526,251"
 القصيم,بريده,قسمة تركة,2025/10/16,"16,526,266"
 القصيم,بريده,قسمة تركة,2025/10/16,"16,526,996"
 القصيم,بريده,قسمة تركة,2025/10/16,"16,526,264"
 الشرقية,الدمام,قسمة تركة,2025/10/16,"16,526,250"
 الشرقية,الدمام,قسمة تركة,2025/10/16,"16,528,107"
 الشرقية,الدمام,قسمة تركة,2025/10/16,"16,528,075"
 الشرقية,الدمام,قسمة تركة,2025/10/16,"16,528,066"
 الشرقية,الدمام,قسمة تركة,2025/10/16,"16,528,131"
 الشرقية,الدمام,قسمة تركة,2025/10/16,"16,528,064"
 الشرقية,الدمام,قسمة تركة,2025/10/16,"16,526,249"
 الشرقية,الدمام,قسمة تركة,2025/10/16,"16,528,123"
 الشرقية,الاحساء,مزاد,2025/10/16,"16,528,129"
 الشرقية,الاحساء,قسمة تركة,2025/10/16,"16,528,122"
 الشرقية,الاحساء,قسمة تركة,2025/10/16,"16,528,119"
 الشرقية,الاحساء,مزاد,2025/10/16,"16,528,118"
 عسير,ابها,قسمة تركة,2025/10/16,"16,526,247"
 تبوك,تبوك,قسمة تركة,2025/10/16,"16,526,270"
 تبوك,تبوك,قسمة تركة,2025/10/16,"16,526,275"
 تبوك,تبوك,قسمة تركة,2025/10/16,"16,527,000"
 حائل,حائل,مزاد,2025/10/16,"16,526,997"
 حائل,حائل,قسمة تركة,2025/10/16,"16,526,239"
 حائل,حائل,قسمة تركة,2025/10/16,"16,526,268"
 جازان,جيزان,قسمة تركة,2025/10/16,"16,526,267"
 جازان,جيزان,قسمة تركة,2025/10/16,"16,526,254"
 جازان,جيزان,قسمة تركة,2025/10/16,"16,528,074"
 جازان,جيزان,قسمة تركة,2025/10/16,"16,528,116"
 جازان,جيزان,قسمة تركة,2025/10/16,"16,528,077"
 جازان,جيزان,قسمة تركة,2025/10/16,"16,526,262"
 نجران,نجران,قسمة تركة,2025/10/16,"16,526,277"
 الجوف,سكاكا,قسمة تركة,2025/10/16,"16,526,258"
 الجوف,سكاكا,قسمة تركة,2025/10/16,"16,526,238"
 الجوف,سكاكا,قسمة تركة,2025/10/16,"16,526,245"
 الحدود الشمالية,عرعر,قسمة تركة,2025/10/16,"16,526,252"
 الحدود الشمالية,عرعر,قسمة تركة,2025/10/16,"16,526,278"
 الباحة,الباحه,مزاد,2025/10/16,"16,528,115"
 الباحة,الباحه,قسمة تركة,2025/10/16,"16,526,993"
 الباحة,الباحه,أوراق تجارية,2025/10/16,"16,528,110"
 الباحة,الباحه,أوراق تجارية,2025/10/16,"16,528,112"
 الباحة,الباحه,أوراق تجارية,2025/10/16,"16,528,117"
 الباحة,الباحه,أوراق تجارية,2025/10/16,"16,528,128"
 الباحة,الباحه,أوراق تجارية,2025/10/16,"16,526,597"
 مكة المكرمه,جده,مزاد,2025/10/17,"16,534,472"
 الرياض,الرياض,قسمة تركة,2025/10/19,"16,555,634"
 الرياض,الرياض,قسمة تركة,2025/10/19,"16,555,633"
 الرياض,الرياض,قسمة تركة,2025/10/19,"16,554,132"
 الرياض,الرياض,قسمة تركة,2025/10/19,"16,554,135"
 الرياض,الرياض,قسمة تركة,2025/10/19,"16,554,131"
 مكة المكرمه,مكة المكرمة,مزاد,2025/10/19,"16,554,127"
 مكة المكرمه,مكة المكرمة,أوراق تجارية,2025/10/19,"16,554,122"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/19,"16,550,045"
 مكة المكرمه,جده,قسمة تركة,2025/10/19,"16,554,815"
 مكة المكرمه,جده,قسمة تركة,2025/10/19,"16,544,086"
 مكة المكرمه,جده,قسمة تركة,2025/10/19,"16,544,031"
 مكة المكرمه,جده,قسمة تركة,2025/10/19,"16,554,800"
 مكة المكرمه,الطائف,قسمة تركة,2025/10/19,"16,554,124"
 مكة المكرمه,الطائف,قسمة تركة,2025/10/19,"16,554,133"
 مكة المكرمه,الطائف,مزاد,2025/10/19,"16,554,129"
 مكة المكرمه,الطائف,قسمة تركة,2025/10/19,"16,554,123"
 الشرقية,الدمام,عقود,2025/10/19,"16,554,121"
 الشرقية,الدمام,اخلاء,2025/10/19,"16,554,128"
 الشرقية,الدمام,أوراق تجارية إلكترونية,2025/10/19,"16,554,130"
 الحدود الشمالية,عرعر,قسمة تركة,2025/10/19,"16,554,125"
 الرياض,الرياض,مزاد,2025/10/20,"16,564,199"
 الرياض,الرياض,مزاد,2025/10/20,"16,564,822"
 الرياض,الرياض,قسمة تركة,2025/10/20,"16,564,217"
 الرياض,الرياض,مزاد,2025/10/20,"16,564,825"
 الرياض,الرياض,قسمة تركة,2025/10/20,"16,564,196"
 الرياض,الرياض,قسمة تركة,2025/10/20,"16,564,197"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/20,"16,564,195"
 مكة المكرمه,جده,أوراق تجارية,2025/10/20,"16,564,823"
 مكة المكرمه,جده,مزاد,2025/10/20,"16,564,208"
 مكة المكرمه,جده,احكام و قرارات,2025/10/20,"16,564,216"
 القصيم,بريده,قسمة تركة,2025/10/20,"16,557,125"
 القصيم,بريده,قسمة تركة,2025/10/20,"16,557,101"
 الشرقية,الدمام,قسمة تركة,2025/10/20,"16,564,215"
 الشرقية,الدمام,قسمة تركة,2025/10/20,"16,564,207"
 الرياض,الرياض,اخلاء,2025/10/21,"16,570,301"
 الرياض,الرياض,قسمة تركة,2025/10/21,"16,570,291"
 الرياض,الرياض,قسمة تركة,2025/10/21,"16,570,294"
 الرياض,الرياض,قسمة تركة,2025/10/21,"16,570,285"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/21,"16,580,210"
 مكة المكرمه,جده,أوراق تجارية,2025/10/21,"16,578,256"
 مكة المكرمه,جده,أوراق تجارية,2025/10/21,"16,578,257"
 مكة المكرمه,جده,أوراق تجارية,2025/10/21,"16,578,258"
 مكة المكرمه,جده,أوراق تجارية,2025/10/21,"16,570,299"
 مكة المكرمه,جده,أوراق تجارية,2025/10/21,"16,570,300"
 مكة المكرمه,جده,أوراق تجارية,2025/10/21,"16,570,290"
 مكة المكرمه,جده,قسمة تركة,2025/10/21,"16,570,298"
 مكة المكرمه,جده,قسمة تركة,2025/10/21,"16,570,522"
 مكة المكرمه,جده,قسمة تركة,2025/10/21,"16,570,295"
 مكة المكرمه,جده,قسمة تركة,2025/10/21,"16,570,297"
 مكة المكرمه,الطائف,قسمة تركة,2025/10/21,"16,572,773"
 مكة المكرمه,الطائف,قسمة تركة,2025/10/21,"16,572,772"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/21,"16,570,287"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/21,"16,570,293"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/21,"16,570,289"
 الشرقية,الدمام,اخلاء,2025/10/21,"16,570,286"
 عسير,ابها,قسمة تركة,2025/10/21,"16,570,288"
 الحدود الشمالية,عرعر,قسمة تركة,2025/10/21,"16,570,296"
 الرياض,الرياض,احكام و قرارات,2025/10/22,"16,592,580"
 الرياض,الرياض,مزاد,2025/10/22,"16,592,609"
 الرياض,الرياض,قسمة تركة,2025/10/22,"16,592,614"
 الرياض,الرياض,أوراق تجارية إلكترونية,2025/10/22,"16,592,558"
 الرياض,الرياض,قسمة تركة,2025/10/22,"16,592,610"
 الرياض,الرياض,قسمة تركة,2025/10/22,"16,592,563"
 الرياض,الرياض,قسمة تركة,2025/10/22,"16,592,595"
 الرياض,الرياض,قسمة تركة,2025/10/22,"16,592,589"
 الرياض,الرياض,قسمة تركة,2025/10/22,"16,592,569"
 الرياض,الرياض,قسمة تركة,2025/10/22,"16,592,567"
 الرياض,الرياض,قسمة تركة,2025/10/22,"16,592,588"
 الرياض,الرياض,قسمة تركة,2025/10/22,"16,592,598"
 الرياض,الرياض,قسمة تركة,2025/10/22,"16,592,577"
 الرياض,الرياض,قسمة تركة,2025/10/22,"16,592,601"
 الرياض,الرياض,قسمة تركة,2025/10/22,"16,592,593"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/22,"16,592,596"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/22,"16,592,605"
 مكة المكرمه,مكة المكرمة,عقود,2025/10/22,"16,592,556"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/22,"16,592,572"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/22,"16,592,555"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/22,"16,592,568"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/22,"16,592,611"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/22,"16,592,586"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/22,"16,592,607"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/22,"16,592,591"
 مكة المكرمه,الطائف,قسمة تركة,2025/10/22,"16,592,874"
 مكة المكرمه,الطائف,قسمة تركة,2025/10/22,"16,592,873"
 مكة المكرمه,الطائف,قسمة تركة,2025/10/22,"16,592,559"
 مكة المكرمه,الطائف,قسمة تركة,2025/10/22,"16,592,600"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/22,"16,592,584"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/22,"16,592,594"
 المدينة المنوره,المدينة المنورة,عقود,2025/10/22,"16,592,603"
 المدينة المنوره,المدينة المنورة,مزاد,2025/10/22,"16,592,602"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/22,"16,592,608"
 القصيم,بريده,قسمة تركة,2025/10/22,"16,592,573"
 القصيم,بريده,قسمة تركة,2025/10/22,"16,592,566"
 القصيم,بريده,مزاد,2025/10/22,"16,592,599"
 القصيم,بريده,قسمة تركة,2025/10/22,"16,592,578"
 الشرقية,الدمام,قسمة تركة,2025/10/22,"16,592,612"
 الشرقية,الاحساء,قسمة تركة,2025/10/22,"16,592,565"
 الشرقية,الاحساء,قسمة تركة,2025/10/22,"16,592,592"
 الشرقية,الاحساء,قسمة تركة,2025/10/22,"16,592,574"
 الشرقية,الاحساء,أوراق تجارية,2025/10/22,"16,592,557"
 الشرقية,الاحساء,قسمة تركة,2025/10/22,"16,592,571"
 الشرقية,الاحساء,قسمة تركة,2025/10/22,"16,592,575"
 الشرقية,حفر الباطن,قسمة تركة,2025/10/22,"16,592,583"
 الشرقية,حفر الباطن,قسمة تركة,2025/10/22,"16,592,561"
 الشرقية,حفر الباطن,قسمة تركة,2025/10/22,"16,592,582"
 الشرقية,حفر الباطن,قسمة تركة,2025/10/22,"16,592,581"
 عسير,ابها,قسمة تركة,2025/10/22,"16,592,587"
 عسير,ابها,قسمة تركة,2025/10/22,"16,592,585"
 عسير,ابها,قسمة تركة,2025/10/22,"16,592,604"
 عسير,ابها,قسمة تركة,2025/10/22,"16,592,597"
 تبوك,تبوك,قسمة تركة,2025/10/22,"16,592,562"
 حائل,حائل,قسمة تركة,2025/10/22,"16,592,590"
 حائل,حائل,قسمة تركة,2025/10/22,"16,592,576"
 حائل,حائل,مزاد,2025/10/22,"16,592,560"
 الحدود الشمالية,عرعر,أوراق تجارية,2025/10/22,"16,592,564"
 الحدود الشمالية,عرعر,قسمة تركة,2025/10/22,"16,592,570"
 الرياض,الرياض,أوراق تجارية,2025/10/23,"16,603,317"
 الرياض,الرياض,اخلاء,2025/10/23,"16,597,911"
 الرياض,الرياض,قسمة تركة,2025/10/23,"16,603,308"
 الرياض,الرياض,قسمة تركة,2025/10/23,"16,603,339"
 الرياض,الرياض,احكام و قرارات,2025/10/23,"16,600,751"
 الرياض,الرياض,قسمة تركة,2025/10/23,"16,600,798"
 الرياض,الرياض,قسمة تركة,2025/10/23,"16,603,344"
 الرياض,الرياض,قسمة تركة,2025/10/23,"16,603,340"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/23,"16,603,314"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/23,"16,603,307"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/23,"16,603,327"
 مكة المكرمه,مكة المكرمة,قسمة تركة,2025/10/23,"16,603,315"
 مكة المكرمه,جده,قسمة تركة,2025/10/23,"16,603,310"
 مكة المكرمه,جده,قسمة تركة,2025/10/23,"16,603,331"
 مكة المكرمه,الطائف,قسمة تركة,2025/10/23,"16,603,330"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/23,"16,603,333"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/23,"16,603,334"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/23,"16,603,328"
 المدينة المنوره,المدينة المنورة,قسمة تركة,2025/10/23,"16,603,336"
 القصيم,بريده,مزاد,2025/10/23,"16,603,338"
 القصيم,بريده,مزاد,2025/10/23,"16,603,318"
 الشرقية,الدمام,قسمة تركة,2025/10/23,"16,603,306"
 الشرقية,الدمام,اخلاء,2025/10/23,"16,600,753"
 الشرقية,الدمام,قسمة تركة,2025/10/23,"16,603,343"
 الشرقية,الدمام,قسمة تركة,2025/10/23,"16,603,326"
 الشرقية,الدمام,قسمة تركة,2025/10/23,"16,603,324"
 الشرقية,الدمام,عقود,2025/10/23,"16,603,337"
 الشرقية,الدمام,قسمة تركة,2025/10/23,"16,603,311"
 الشرقية,الدمام,قسمة تركة,2025/10/23,"16,603,312"
 الشرقية,حفر الباطن,احكام و قرارات,2025/10/23,"16,603,332"
 عسير,ابها,قسمة تركة,2025/10/23,"16,603,319"
 عسير,ابها,قسمة تركة,2025/10/23,"16,603,321"
 تبوك,تبوك,قسمة تركة,2025/10/23,"16,603,323"
 تبوك,تبوك,قسمة تركة,2025/10/23,"16,603,335"
 تبوك,تبوك,قسمة تركة,2025/10/23,"16,603,329"
 تبوك,تبوك,قسمة تركة,2025/10/23,"16,603,341"
 تبوك,تبوك,قسمة تركة,2025/10/23,"16,603,316"
 تبوك,تبوك,قسمة تركة,2025/10/23,"16,603,320"
 حائل,حائل,قسمة تركة,2025/10/23,"16,603,322"
 حائل,حائل,قسمة تركة,2025/10/23,"16,603,342"
 حائل,حائل,مزاد,2025/10/23,"16,603,325"
 الجوف,سكاكا,قسمة تركة,2025/10/23,"16,603,309"
 الجوف,سكاكا,قسمة تركة,2025/10/23,"16,603,313"
 الحدود الشمالية,عرعر,قسمة تركة,2025/10/23,"16,603,345"
 الرياض,الرياض,قسمة تركة,2025/10/26,"16,629,720"
 الرياض,الرياض,قسمة تركة,2025/10/26,"16,632,309"
 الرياض,الرياض,قسمة تركة,2025/10/26,"16,630,662"
 الرياض,الرياض,قسمة تركة,2025/10/26,"16,630,673"
 الرياض,الرياض,قسمة تركة,2025/10/26,"16,630,671"
 الرياض,الرياض,قسمة تركة,2025/10/26,"16,630,665"
 الرياض,الرياض,قسمة تركة,2025/10/26,"16,630,663"
 الرياض,الرياض,قسمة تركة,2025/10/26,"16,629,709"
 الرياض,الرياض,قسمة تركة,2025/10/26,"16,632,324"
 الرياض,الرياض,قسمة تركة,2025/10/26,"16,632,322"
 الرياض,الرياض,قسمة تركة,2025/10/26,"16,632,319"
