المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,982,363"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,975,833"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,982,372"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,984,313"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,985,515"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,985,532"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,984,334"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,986,960"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,985,536"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,985,537"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,984,314"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,985,535"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,985,517"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,984,311"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,986,940"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,986,939"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,985,534"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,986,941"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,974,282"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,979,637"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/01,"35,988,266"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"35,990,952"
 المدينة المنوره,المدينة المنورة,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"35,995,008"
 مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"35,993,140"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"36,003,593"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"35,989,040"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"36,003,625"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"36,003,659"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"36,003,653"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"36,006,838"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"36,006,833"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"36,005,318"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"36,003,788"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"36,005,353"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"36,006,850"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"36,005,349"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"36,006,845"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"36,003,655"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"36,006,847"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"36,008,057"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"36,008,054"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"36,006,844"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"36,001,210"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"35,999,386"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"35,994,150"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"35,991,770"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/03,"36,009,273"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/03,"36,013,061"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/03,"36,011,112"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/03,"36,011,099"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/03,"36,011,097"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/03,"36,014,208"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/04,"36,022,940"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/04,"36,025,162"
