المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/02,"35,998,973"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/07,"36,100,189"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/08,"36,133,441"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/04/08,"36,132,658"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/05/18,"36,969,633"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/05/18,"36,969,917"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/05/18,"36,969,716"
 الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/06/08,"37,378,277"
