المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي للوكالة
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/20,"43,490,257"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/20,"43,492,521"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/20,"43,492,744"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/20,"43,493,242"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/20,"43,493,756"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/20,"43,494,475"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/20,"43,494,951"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/20,"43,494,963"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/20,"43,495,206"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/20,"43,496,405"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/20,"43,496,888"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/20,"43,498,151"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/20,"43,498,355"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/20,"43,498,835"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/20,"43,498,889"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/20,"43,499,202"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/20,"43,499,234"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/20,"43,499,702"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/20,"43,499,860"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/20,"43,500,460"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/20,"43,500,690"
منطقة الرياض,الرياض,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/20,"43,489,897"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,501,528"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,501,635"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,501,698"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,501,956"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,502,285"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,503,903"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,504,167"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,505,436"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,506,435"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,506,854"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,509,240"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,508,399"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,509,219"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,509,503"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/21,"43,510,879"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,511,371"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,514,206"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,514,411"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,514,677"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,515,151"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,515,219"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,515,268"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,515,369"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,515,374"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,515,534"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,515,550"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,521,023"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,516,097"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,516,198"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,516,247"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,516,896"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,517,127"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,517,428"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,517,447"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/21,"43,517,240"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,517,642"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,517,851"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,518,211"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,518,252"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,519,519"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,520,230"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,520,262"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,520,411"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,520,555"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,520,803"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,520,832"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,521,024"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/21,"43,521,039"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/21,"43,516,777"
منطقة عسير,ابها,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/21,"43,516,634"
منطقة عسير,ابها,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/21,"43,516,070"
منطقة عسير,ابها,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/21,"43,515,967"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,521,619"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,521,625"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,522,551"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,522,664"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,522,776"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,522,791"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,522,852"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/22,"43,523,309"
منطقة مكة المكرمه,جده,القطاع العام,خدمة إلكترونية جزئيا,2026/01/22,"43,523,575"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,524,156"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,524,200"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,525,303"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,525,817"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,527,623"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,528,208"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,528,486"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,528,530"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,528,821"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,528,838"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,528,902"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,529,632"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,530,722"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,531,388"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,533,443"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,533,518"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,533,566"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,533,681"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,533,697"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,533,805"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,533,930"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,533,953"
منطقة الرياض,الدرعيه,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/22,"43,534,124"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,534,460"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,534,691"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,534,749"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,535,222"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,535,394"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/22,"43,535,787"
منطقة الرياض,الدرعيه,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/22,"43,533,991"
منطقة الرياض,الدرعيه,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/22,"43,531,584"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/23,"43,537,741"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/23,"43,539,543"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/23,"43,539,647"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/23,"43,539,934"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/23,"43,540,926"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/23,"43,541,103"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/23,"43,541,142"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,541,750"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,542,988"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,543,314"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,543,842"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,544,040"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,544,062"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,544,098"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,544,244"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,544,424"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,545,131"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,545,240"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,545,520"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,545,551"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,545,603"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,545,675"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,546,308"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,546,483"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,546,597"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,547,091"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,547,555"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,547,566"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,548,788"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,548,326"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,548,344"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,548,555"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,548,783"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,548,789"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,549,012"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,549,589"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,550,155"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,550,239"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,550,352"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,550,814"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,551,016"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/24,"43,551,609"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,553,430"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,554,036"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,554,074"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,554,094"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,554,104"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,554,500"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,554,700"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,557,631"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,560,003"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,560,139"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,560,156"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,560,934"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,561,548"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,561,918"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/25,"43,562,555"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,562,708"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,563,186"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,563,567"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,564,069"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,564,070"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,564,120"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,564,156"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,564,837"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,565,741"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,566,362"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,567,321"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,567,437"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,567,867"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,568,557"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,571,808"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,568,778"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,569,001"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,570,240"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,571,288"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,571,450"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,571,787"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,571,806"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,572,175"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,572,320"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,572,328"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,573,583"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,573,845"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,574,117"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/25,"43,574,762"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/01/26,"43,576,441"
منطقة الرياض,الرياض,القطاع العام,خدمة إلكترونية جزئيا,2026/01/26,"43,577,462"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,577,579"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/26,"43,577,934"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,578,312"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,578,773"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,579,463"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,579,685"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,580,153"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية جزئيا,2026/01/26,"43,580,621"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,581,189"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/26,"43,583,524"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,584,360"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,584,680"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,584,916"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,585,881"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,586,183"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,586,237"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,586,562"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,586,626"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,586,687"
منطقة مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/26,"43,586,725"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,586,901"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,586,931"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,586,941"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,587,034"
منطقة مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/26,"43,586,964"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,587,489"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,588,167"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,588,495"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,589,603"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,589,862"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,589,962"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,591,927"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,596,219"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,590,611"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,590,918"
الخدمات الرقمية,كتابة عدل مدمجة - افتراضية,القطاع العام,خدمة إلكترونية جزئيا,2026/01/26,"43,592,404"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,593,248"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,593,837"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,594,181"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,594,455"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,594,788"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,595,193"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,595,201"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/26,"43,596,369"
منطقة مكة المكرمه,الطائف,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/26,"43,585,116"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,596,675"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,596,774"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,597,556"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,597,636"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,597,727"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,598,282"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,599,863"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,600,636"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,600,679"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,601,249"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,601,555"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,602,032"
منطقة مكة المكرمه,جده,القطاع الخاص,خدمة إلكترونية جزئيا,2026/01/27,"43,603,109"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,603,799"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,603,955"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,604,134"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,604,255"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,604,904"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,604,911"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,605,079"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,606,417"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,606,606"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,606,737"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,606,812"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,606,965"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,607,485"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,608,918"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,609,050"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,609,111"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,609,127"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,609,259"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,609,510"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,610,195"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,615,609"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,611,962"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,612,127"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,612,205"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,612,235"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,613,261"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,613,367"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,613,548"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,614,044"
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2026/01/27,"43,614,318"
